date,product_id,brand,storage_variant,category,price,units_sold,revenue,stock,discount,views,clicks,add_to_cart,purchases,bounce_rate,flipkart_price,amazon_price,myntra_price,day_of_week,month,is_weekend
2024-02-03,M108,OnePlus,128GB,Mobile,21612,6,129672,71,10,160,21,4,6,75.08,23333,19767,21176,5,2,1
2024-02-03,M109,OnePlus,256GB,Mobile,20820,12,249840,42,10,247,62,19,12,59.46,21781,20171,19611,5,2,1
2024-02-03,M110,Motorola,128GB,Mobile,13876,16,222016,71,5,354,50,35,16,54.66,15258,13500,13882,5,2,1
2024-02-03,M111,Motorola,128GB,Mobile,9711,16,155376,79,5,306,51,17,16,58.48,9229,10604,9594,5,2,1
2024-02-03,M112,Vivo,128GB,Mobile,23406,20,468120,72,5,260,70,32,20,72.62,23562,24208,23845,5,2,1
2024-02-03,M113,Vivo,64GB,Mobile,26177,1,26177,103,10,12,2,0,1,75.2,25050,27760,24280,5,2,1
2024-02-03,M114,Oppo,128GB,Mobile,16713,16,267408,76,10,271,69,16,16,44.66,17824,17573,16464,5,2,1
2024-02-03,M115,Oppo,128GB,Mobile,10831,30,324930,45,10,743,243,95,30,43.31,10300,12016,10639,5,2,1
2024-02-03,M116,Poco,256GB,Mobile,20053,33,661749,81,0,746,214,106,33,68.85,20576,21498,21107,5,2,1
2024-02-03,M117,Poco,128GB,Mobile,18171,19,345249,45,10,362,57,31,19,30.53,18637,16480,17577,5,2,1
2024-02-03,M118,Infinix,128GB,Mobile,19838,15,297570,58,10,404,134,65,15,73.61,20088,21184,19299,5,2,1
2024-02-03,M119,Tecno,64GB,Mobile,13657,30,409710,49,5,302,47,29,30,41.8,14733,14183,12920,5,2,1
2024-02-04,M100,Samsung,64GB,Mobile,28355,36,1020780,83,5,858,118,82,36,55.02,29656,26504,27604,6,2,1
2024-02-04,M101,Samsung,128GB,Mobile,22885,14,320390,132,10,281,94,51,14,74.89,22118,24452,24032,6,2,1
2024-02-04,M102,Redmi,128GB,Mobile,16297,39,635583,126,10,757,184,85,39,56.27,16853,15293,17123,6,2,1
2024-02-04,M103,Redmi,64GB,Mobile,11413,34,388042,87,10,858,198,46,34,21.84,12077,10938,11997,6,2,1
2024-02-04,M104,Realme,128GB,Mobile,21854,37,808598,147,0,478,134,81,37,47.09,23970,23894,20575,6,2,1
2024-02-04,M105,Realme,64GB,Mobile,13676,36,492336,136,0,1039,308,114,36,41.94,14002,13040,14674,6,2,1
2024-02-04,M106,iQOO,128GB,Mobile,26563,35,929705,103,0,866,237,84,35,71.1,25617,28998,26611,6,2,1
2024-02-04,M107,iQOO,256GB,Mobile,14910,34,506940,71,0,528,166,114,34,63.46,14753,16217,15220,6,2,1
2024-02-04,M108,OnePlus,128GB,Mobile,24478,14,342692,117,0,373,56,35,14,44.25,24411,22555,25155,6,2,1
2024-02-04,M109,OnePlus,256GB,Mobile,27652,33,912516,41,5,700,173,80,33,21.55,30200,26564,28774,6,2,1
2024-02-04,M110,Motorola,128GB,Mobile,24597,9,221373,88,0,187,73,14,9,48.58,25434,23438,26505,6,2,1
2024-02-04,M111,Motorola,128GB,Mobile,25477,37,942649,88,5,1049,125,35,37,37.64,25399,27960,27474,6,2,1
2024-02-04,M112,Vivo,128GB,Mobile,10701,20,214020,89,10,534,123,38,20,70.33,10530,10808,10976,6,2,1
2024-02-04,M113,Vivo,64GB,Mobile,10177,1,10177,62,5,10,4,3,1,71.67,10539,10563,10344,6,2,1
2024-02-04,M114,Oppo,128GB,Mobile,15426,3,46278,39,10,46,4,3,3,66.68,16075,16436,15261,6,2,1
2024-02-04,M115,Oppo,128GB,Mobile,22688,5,113440,119,5,63,6,1,5,78.1,22736,25130,24220,6,2,1
2024-02-04,M116,Poco,256GB,Mobile,27732,5,138660,149,0,102,23,12,5,55.97,29029,28619,27020,6,2,1
2024-02-04,M117,Poco,128GB,Mobile,25468,27,687636,66,0,548,79,46,27,28.13,24704,26930,26088,6,2,1
2024-02-04,M118,Infinix,128GB,Mobile,15897,27,429219,128,0,414,41,23,27,44.46,15869,14761,14643,6,2,1
2024-02-04,M119,Tecno,64GB,Mobile,21156,25,528900,87,5,348,98,65,25,26.68,22297,19346,19767,6,2,1
2024-02-05,M100,Samsung,64GB,Mobile,22309,35,780815,117,0,709,272,95,35,28.4,23426,23779,22157,0,2,0
2024-02-05,M101,Samsung,128GB,Mobile,12921,23,297183,140,10,303,100,29,23,30.86,13759,11977,12480,0,2,0
2024-02-05,M102,Redmi,128GB,Mobile,13887,26,361062,98,0,418,77,15,26,52.16,14457,13227,13717,0,2,0
2024-02-05,M103,Redmi,64GB,Mobile,27329,15,409935,123,0,391,80,25,15,51.56,26066,27859,28282,0,2,0
2024-02-05,M104,Realme,128GB,Mobile,10113,30,303390,68,0,666,221,120,30,21.92,11017,9221,10387,0,2,0
2024-02-05,M105,Realme,64GB,Mobile,26448,25,661200,98,5,389,49,10,25,63.58,26243,29594,25695,0,2,0
2024-02-05,M106,iQOO,128GB,Mobile,17525,23,403075,88,0,513,119,80,23,56.32,18625,18221,16408,0,2,0
2024-02-05,M107,iQOO,256GB,Mobile,14328,8,114624,54,5,109,24,15,8,73.39,15018,15731,15387,0,2,0
2024-02-05,M108,OnePlus,128GB,Mobile,9949,40,397960,83,10,504,79,30,40,40.82,9543,10807,9729,0,2,0
2024-02-05,M109,OnePlus,256GB,Mobile,10512,5,52560,56,0,53,15,6,5,39.12,10760,11256,10020,0,2,0
2024-02-05,M110,Motorola,128GB,Mobile,11975,29,347275,34,10,743,111,43,29,65.97,13012,13391,11702,0,2,0
2024-02-05,M111,Motorola,128GB,Mobile,26629,4,106516,120,10,107,18,3,4,67.49,28234,24950,24568,0,2,0
2024-02-05,M112,Vivo,128GB,Mobile,16217,26,421642,35,10,707,144,43,26,58.37,16135,14654,16240,0,2,0
2024-02-05,M113,Vivo,64GB,Mobile,24383,14,341362,99,0,324,94,53,14,78.83,24240,22426,24436,0,2,0
2024-02-05,M114,Oppo,128GB,Mobile,11849,19,225131,94,0,496,167,100,19,34.42,12225,13078,11672,0,2,0
2024-02-05,M115,Oppo,128GB,Mobile,15905,21,334005,103,10,275,96,20,21,71.09,15757,14440,15816,0,2,0
2024-02-05,M116,Poco,256GB,Mobile,26029,21,546609,128,10,222,60,18,21,57.32,26456,25283,24091,0,2,0
2024-02-05,M117,Poco,128GB,Mobile,16873,10,168730,142,5,282,70,29,10,38.08,16974,15629,18202,0,2,0
2024-02-05,M118,Infinix,128GB,Mobile,27080,20,541600,82,0,513,136,43,20,67.2,26216,24658,25802,0,2,0
2024-02-05,M119,Tecno,64GB,Mobile,19016,38,722608,101,0,902,138,110,38,35.76,19119,18987,18912,0,2,0
2024-02-06,M100,Samsung,64GB,Mobile,14164,28,396592,116,10,760,218,147,28,67.99,13460,15352,14034,1,2,0
2024-02-06,M101,Samsung,128GB,Mobile,26803,23,616469,36,5,377,130,42,23,53.04,28614,29991,27477,1,2,0
2024-02-06,M102,Redmi,128GB,Mobile,20240,27,546480,70,10,449,65,45,27,60.45,19317,22034,19922,1,2,0
2024-02-06,M103,Redmi,64GB,Mobile,23377,25,584425,68,0,724,228,102,25,21.35,25392,23218,22537,1,2,0
2024-02-06,M104,Realme,128GB,Mobile,14422,16,230752,90,10,273,71,45,16,78.88,14157,14138,13500,1,2,0
2024-02-06,M105,Realme,64GB,Mobile,16514,10,165140,139,5,243,27,12,10,47.88,17712,15816,17471,1,2,0
2024-02-06,M106,iQOO,128GB,Mobile,25172,27,679644,101,0,388,123,42,27,25.84,24687,27349,24419,1,2,0
2024-02-06,M107,iQOO,256GB,Mobile,21283,9,191547,97,10,259,81,32,9,75.87,22697,20840,22405,1,2,0
2024-02-06,M108,OnePlus,128GB,Mobile,22727,14,318178,62,0,262,77,53,14,54.54,23425,21254,22592,1,2,0
2024-02-06,M109,OnePlus,256GB,Mobile,18739,29,543431,40,10,616,145,99,29,39.39,17975,18552,19096,1,2,0
2024-02-06,M110,Motorola,128GB,Mobile,22159,13,288067,98,0,306,93,68,13,42.32,21487,20608,22510,1,2,0
2024-02-06,M111,Motorola,128GB,Mobile,11103,39,433017,78,5,975,253,55,39,52.68,11640,11997,10905,1,2,0
2024-02-06,M112,Vivo,128GB,Mobile,29756,5,148780,141,0,85,13,2,5,70.05,31271,32614,30222,1,2,0
2024-02-06,M113,Vivo,64GB,Mobile,14548,36,523728,122,10,977,317,208,36,58.26,14769,13159,14603,1,2,0
2024-02-06,M114,Oppo,128GB,Mobile,16255,22,357610,56,5,573,133,71,22,73.63,15876,16148,15005,1,2,0
2024-02-06,M115,Oppo,128GB,Mobile,19934,13,259142,57,0,349,35,19,13,24.0,19444,18928,20936,1,2,0
2024-02-06,M116,Poco,256GB,Mobile,12459,31,386229,126,10,359,84,37,31,45.22,13065,11287,12706,1,2,0
2024-02-06,M117,Poco,128GB,Mobile,16154,14,226156,107,10,263,55,39,14,65.37,17449,15837,16377,1,2,0
2024-02-06,M118,Infinix,128GB,Mobile,22996,21,482916,100,0,400,96,76,21,22.59,24528,23648,22386,1,2,0
2024-02-06,M119,Tecno,64GB,Mobile,18311,35,640885,89,5,758,156,49,35,46.65,19540,17307,17610,1,2,0
2024-02-07,M100,Samsung,64GB,Mobile,20683,24,496392,63,5,287,56,37,24,59.83,20459,19500,20173,2,2,0
2024-02-07,M101,Samsung,128GB,Mobile,25462,7,178234,89,5,87,17,12,7,73.94,26613,25285,24258,2,2,0
2024-02-07,M102,Redmi,128GB,Mobile,24114,14,337596,147,5,169,24,15,14,33.2,24205,26299,24866,2,2,0
2024-02-07,M103,Redmi,64GB,Mobile,21039,3,63117,82,5,31,11,4,3,31.67,20834,22141,20173,2,2,0
2024-02-07,M104,Realme,128GB,Mobile,28432,10,284320,124,0,285,79,54,10,56.83,29316,28550,29372,2,2,0
2024-02-07,M105,Realme,64GB,Mobile,10004,38,380152,100,5,1035,306,136,38,36.16,10251,9009,10101,2,2,0
2024-02-07,M106,iQOO,128GB,Mobile,26079,19,495501,83,10,425,169,56,19,39.39,25121,27966,26865,2,2,0
2024-02-07,M107,iQOO,256GB,Mobile,14994,15,224910,72,0,154,49,18,15,60.52,15829,13782,15523,2,2,0
2024-02-07,M108,OnePlus,128GB,Mobile,20201,16,323216,136,10,283,46,17,16,30.45,19898,20284,19637,2,2,0
2024-02-07,M109,OnePlus,256GB,Mobile,23724,22,521928,113,10,374,102,20,22,66.01,24916,22185,22592,2,2,0
2024-02-07,M110,Motorola,128GB,Mobile,17510,32,560320,122,5,600,80,45,32,62.57,17333,16400,16337,2,2,0
2024-02-07,M111,Motorola,128GB,Mobile,25100,23,577300,123,0,387,52,31,23,40.52,27253,22658,24960,2,2,0
2024-02-07,M112,Vivo,128GB,Mobile,15546,35,544110,122,0,757,228,72,35,39.66,16537,14327,15520,2,2,0
2024-02-07,M113,Vivo,64GB,Mobile,26001,35,910035,147,0,696,149,87,35,36.91,26593,26842,24919,2,2,0
2024-02-07,M114,Oppo,128GB,Mobile,10731,5,53655,34,10,124,13,8,5,30.45,11394,10803,11268,2,2,0
2024-02-07,M115,Oppo,128GB,Mobile,11589,9,104301,82,0,217,69,13,9,29.73,12132,12576,12005,2,2,0
2024-02-07,M116,Poco,256GB,Mobile,17583,10,175830,120,0,142,37,21,10,23.69,17210,19489,16662,2,2,0
2024-02-07,M117,Poco,128GB,Mobile,10299,30,308970,94,0,518,107,39,30,57.23,9862,10418,9708,2,2,0
2024-02-07,M118,Infinix,128GB,Mobile,22229,40,889160,109,0,746,246,123,40,41.53,24049,21498,22296,2,2,0
2024-02-07,M119,Tecno,64GB,Mobile,23249,2,46498,92,10,34,4,2,2,58.4,24384,24587,24593,2,2,0
2024-02-08,M100,Samsung,64GB,Mobile,9194,27,248238,100,10,412,108,70,27,33.58,8889,9267,9600,3,2,0
2024-02-08,M101,Samsung,128GB,Mobile,10388,18,186984,97,0,323,34,10,18,56.31,11081,9573,11020,3,2,0
2024-02-08,M102,Redmi,128GB,Mobile,26177,28,732956,32,5,681,115,34,28,46.56,27169,26299,27446,3,2,0
2024-02-08,M103,Redmi,64GB,Mobile,15874,7,111118,147,0,95,24,13,7,77.08,15162,15302,14962,3,2,0
2024-02-08,M104,Realme,128GB,Mobile,27183,13,353379,60,0,201,73,22,13,21.59,29372,30394,27579,3,2,0
2024-02-08,M105,Realme,64GB,Mobile,25887,23,595401,134,5,274,79,44,23,52.49,24650,27750,26433,3,2,0
2024-02-08,M106,iQOO,128GB,Mobile,17821,24,427704,40,5,633,108,36,24,41.55,18296,16682,17179,3,2,0
2024-02-08,M107,iQOO,256GB,Mobile,22138,16,354208,102,5,283,103,31,16,73.99,21354,20137,20807,3,2,0
2024-02-08,M108,OnePlus,128GB,Mobile,16530,6,99180,117,5,108,23,11,6,71.51,17688,17253,17710,3,2,0
2024-02-08,M109,OnePlus,256GB,Mobile,11038,25,275950,81,0,677,68,38,25,33.28,10855,11456,10323,3,2,0
2024-02-08,M110,Motorola,128GB,Mobile,20123,4,80492,90,10,56,16,3,4,78.27,20609,21103,19188,3,2,0
2024-02-08,M111,Motorola,128GB,Mobile,9278,6,55668,51,10,75,14,11,6,29.41,8862,10364,9882,3,2,0
2024-02-08,M112,Vivo,128GB,Mobile,25060,22,551320,112,5,243,62,46,22,66.81,26963,26627,24951,3,2,0
2024-02-08,M113,Vivo,64GB,Mobile,28541,34,970394,144,0,706,71,25,34,29.07,27844,30127,29176,3,2,0
2024-02-08,M114,Oppo,128GB,Mobile,11394,37,421578,57,0,798,103,62,37,55.1,11675,10813,12162,3,2,0
2024-02-08,M115,Oppo,128GB,Mobile,24301,5,121505,35,5,63,24,11,5,58.58,24983,23114,24304,3,2,0
2024-02-08,M116,Poco,256GB,Mobile,17268,3,51804,102,10,43,9,5,3,33.54,18373,15719,17622,3,2,0
2024-02-08,M117,Poco,128GB,Mobile,15083,14,211162,32,5,389,48,28,14,23.71,15086,14092,16183,3,2,0
2024-02-08,M118,Infinix,128GB,Mobile,29235,26,760110,126,0,319,113,24,26,31.03,30794,30275,29483,3,2,0
2024-02-08,M119,Tecno,64GB,Mobile,11894,37,440078,50,5,965,270,164,37,25.97,13082,11761,11097,3,2,0
2024-02-09,M100,Samsung,64GB,Mobile,16091,25,402275,136,10,324,55,32,25,42.59,16216,16080,16435,4,2,0
2024-02-09,M101,Samsung,128GB,Mobile,26327,9,236943,79,5,263,61,43,9,23.84,26657,23946,24797,4,2,0
2024-02-09,M102,Redmi,128GB,Mobile,11312,23,260176,125,10,608,154,75,23,78.19,10925,10511,10424,4,2,0
2024-02-09,M103,Redmi,64GB,Mobile,11759,15,176385,85,0,308,30,20,15,54.76,12652,12281,11632,4,2,0
2024-02-09,M104,Realme,128GB,Mobile,11865,40,474600,107,5,1036,176,64,40,20.03,12551,12339,12183,4,2,0
2024-02-09,M105,Realme,64GB,Mobile,28040,21,588840,129,5,616,149,56,21,28.2,27534,26175,28376,4,2,0
2024-02-09,M106,iQOO,128GB,Mobile,9873,29,286317,64,10,529,73,38,29,59.05,9551,10397,10486,4,2,0
2024-02-09,M107,iQOO,256GB,Mobile,26076,36,938736,75,0,839,202,157,36,66.91,26073,27099,24408,4,2,0
2024-02-09,M108,OnePlus,128GB,Mobile,21185,38,805030,53,5,457,117,65,38,42.61,20887,20260,21543,4,2,0
2024-02-09,M109,OnePlus,256GB,Mobile,22454,40,898160,128,0,851,232,108,40,46.64,23156,23610,24192,4,2,0
2024-02-09,M110,Motorola,128GB,Mobile,19678,5,98390,121,0,150,22,13,5,37.74,21115,19122,19961,4,2,0
2024-02-09,M111,Motorola,128GB,Mobile,12053,25,301325,49,5,637,153,55,25,60.66,12932,11066,12680,4,2,0
2024-02-09,M112,Vivo,128GB,Mobile,13549,21,284529,79,10,568,82,21,21,60.2,13451,14997,14482,4,2,0
2024-02-09,M113,Vivo,64GB,Mobile,21819,1,21819,41,0,25,8,4,1,62.69,21567,20940,23255,4,2,0
2024-02-09,M114,Oppo,128GB,Mobile,19095,18,343710,76,5,354,42,19,18,30.61,19812,20274,18909,4,2,0
2024-02-09,M115,Oppo,128GB,Mobile,13349,12,160188,41,0,240,77,19,12,27.5,13385,13383,12594,4,2,0
2024-02-09,M116,Poco,256GB,Mobile,22915,36,824940,101,5,949,175,105,36,25.19,24860,20901,22876,4,2,0
2024-02-09,M117,Poco,128GB,Mobile,25451,2,50902,43,5,40,11,6,2,23.3,27182,24622,23926,4,2,0
2024-02-09,M118,Infinix,128GB,Mobile,12289,6,73734,100,5,144,18,14,6,57.5,11873,13322,12115,4,2,0
2024-02-09,M119,Tecno,64GB,Mobile,26604,21,558684,130,10,289,44,15,21,24.15,27544,27378,28482,4,2,0
2024-02-10,M100,Samsung,64GB,Mobile,22623,27,610821,67,0,386,88,47,27,57.56,24251,21981,23973,5,2,1
2024-02-10,M101,Samsung,128GB,Mobile,22707,36,817452,122,0,1056,331,72,36,43.18,22597,21960,23410,5,2,1
2024-02-10,M102,Redmi,128GB,Mobile,16158,11,177738,96,10,321,93,58,11,45.65,16230,15642,15041,5,2,1
2024-02-10,M103,Redmi,64GB,Mobile,22475,18,404550,47,0,351,66,21,18,29.07,22337,21800,21817,5,2,1
2024-02-10,M104,Realme,128GB,Mobile,18873,10,188730,93,5,275,89,24,10,52.35,19920,19109,18905,5,2,1
2024-02-10,M105,Realme,64GB,Mobile,12073,18,217314,85,0,479,86,21,18,72.14,12676,11911,11839,5,2,1
2024-02-10,M106,iQOO,128GB,Mobile,22608,5,113040,91,5,98,35,27,5,51.01,24409,24747,23007,5,2,1
2024-02-10,M107,iQOO,256GB,Mobile,20741,16,331856,150,5,305,112,87,16,42.06,22488,19807,22337,5,2,1
2024-02-10,M108,OnePlus,128GB,Mobile,23621,13,307073,108,10,242,87,22,13,24.99,24125,24159,22318,5,2,1
2024-02-10,M109,OnePlus,256GB,Mobile,25003,20,500060,47,0,277,104,59,20,31.55,24643,25780,23898,5,2,1
2024-02-10,M110,Motorola,128GB,Mobile,9709,40,388360,72,5,441,51,40,40,64.79,9859,10039,10405,5,2,1
2024-02-10,M111,Motorola,128GB,Mobile,21325,22,469150,86,5,452,131,57,22,54.19,21347,21664,21718,5,2,1
2024-02-10,M112,Vivo,128GB,Mobile,21699,9,195291,106,10,227,41,15,9,62.18,22201,21838,23432,5,2,1
2024-02-10,M113,Vivo,64GB,Mobile,18851,13,245063,107,5,167,29,9,13,35.58,20024,21098,19568,5,2,1
2024-02-10,M114,Oppo,128GB,Mobile,24411,26,634686,52,5,612,214,170,26,71.09,26847,23319,23050,5,2,1
2024-02-10,M115,Oppo,128GB,Mobile,19434,32,621888,124,5,709,226,98,32,27.61,19212,18192,18866,5,2,1
2024-02-10,M116,Poco,256GB,Mobile,28870,25,721750,71,0,495,186,128,25,35.47,30728,31037,29870,5,2,1
2024-02-10,M117,Poco,128GB,Mobile,18224,8,145792,76,5,205,62,47,8,32.1,19641,19117,17568,5,2,1
2024-02-10,M118,Infinix,128GB,Mobile,28476,35,996660,105,0,1049,358,176,35,40.55,27470,27432,26824,5,2,1
2024-02-10,M119,Tecno,64GB,Mobile,14305,36,514980,128,10,433,130,52,36,75.16,14082,15596,14202,5,2,1
2024-02-11,M100,Samsung,64GB,Mobile,9792,14,137088,89,10,211,26,8,14,25.9,9517,9770,10440,6,2,1
2024-02-11,M101,Samsung,128GB,Mobile,23148,5,115740,136,5,85,29,5,5,68.87,24071,22592,24344,6,2,1
2024-02-11,M102,Redmi,128GB,Mobile,21065,9,189585,93,10,180,28,18,9,43.58,20167,22085,22264,6,2,1
2024-02-11,M103,Redmi,64GB,Mobile,19923,10,199230,62,0,147,41,22,10,71.95,19632,18959,21252,6,2,1
2024-02-11,M104,Realme,128GB,Mobile,22671,29,657459,39,5,515,145,37,29,68.33,23591,23715,22872,6,2,1
2024-02-11,M105,Realme,64GB,Mobile,28113,26,730938,104,5,759,121,59,26,38.96,28771,28122,26881,6,2,1
2024-02-11,M106,iQOO,128GB,Mobile,24759,27,668493,148,10,623,118,54,27,49.34,24905,22811,22780,6,2,1
2024-02-11,M107,iQOO,256GB,Mobile,27814,24,667536,131,0,667,159,117,24,43.54,27847,28272,29895,6,2,1
2024-02-11,M108,OnePlus,128GB,Mobile,24833,6,148998,111,10,179,65,37,6,56.82,25304,24296,26536,6,2,1
2024-02-11,M109,OnePlus,256GB,Mobile,13583,23,312409,114,0,440,110,78,23,50.68,14722,14572,14603,6,2,1
2024-02-11,M110,Motorola,128GB,Mobile,13905,3,41715,108,10,67,19,5,3,29.88,15179,13001,12987,6,2,1
2024-02-11,M111,Motorola,128GB,Mobile,25609,26,665834,116,10,554,149,44,26,21.3,26647,27555,26719,6,2,1
2024-02-11,M112,Vivo,128GB,Mobile,19821,1,19821,43,5,23,4,2,1,20.35,19928,18275,18428,6,2,1
2024-02-11,M113,Vivo,64GB,Mobile,12569,33,414777,58,5,753,223,77,33,78.24,12927,13428,12697,6,2,1
2024-02-11,M114,Oppo,128GB,Mobile,24299,37,899063,104,10,798,162,81,37,52.03,25595,24626,25115,6,2,1
2024-02-11,M115,Oppo,128GB,Mobile,16379,26,425854,77,5,601,88,26,26,69.11,15789,15182,15329,6,2,1
2024-02-11,M116,Poco,256GB,Mobile,22655,33,747615,105,10,385,148,82,33,65.95,24765,23481,21499,6,2,1
2024-02-11,M117,Poco,128GB,Mobile,14192,31,439952,33,5,768,300,166,31,62.66,13738,15326,14670,6,2,1
2024-02-11,M118,Infinix,128GB,Mobile,12753,6,76518,83,5,82,27,12,6,64.38,12565,11856,13043,6,2,1
2024-02-11,M119,Tecno,64GB,Mobile,12422,23,285706,48,10,589,63,40,23,55.06,12568,11698,12736,6,2,1
2024-02-12,M100,Samsung,64GB,Mobile,19209,14,268926,88,5,250,57,28,14,71.99,19943,20059,20690,0,2,0
2024-02-12,M101,Samsung,128GB,Mobile,25721,31,797351,74,5,384,54,17,31,38.07,25744,27736,24467,0,2,0
2024-02-12,M102,Redmi,128GB,Mobile,12538,29,363602,122,5,670,68,24,29,28.84,12444,13152,12963,0,2,0
2024-02-12,M103,Redmi,64GB,Mobile,20450,3,61350,68,0,42,8,4,3,47.69,21785,20406,20860,0,2,0
2024-02-12,M104,Realme,128GB,Mobile,13771,22,302962,138,0,658,241,49,22,37.21,13640,14904,14589,0,2,0
2024-02-12,M105,Realme,64GB,Mobile,12224,11,134464,132,10,198,50,33,11,54.03,12850,11581,11815,0,2,0
2024-02-12,M106,iQOO,128GB,Mobile,16192,36,582912,52,10,500,145,43,36,71.84,16055,15270,16520,0,2,0
2024-02-12,M107,iQOO,256GB,Mobile,14484,28,405552,101,5,578,224,57,28,47.54,15437,15741,15331,0,2,0
2024-02-12,M108,OnePlus,128GB,Mobile,25140,26,653640,132,0,468,104,37,26,25.62,26194,23074,26107,0,2,0
2024-02-12,M109,OnePlus,256GB,Mobile,16044,28,449232,111,0,743,216,79,28,66.45,17077,15233,15726,0,2,0
2024-02-12,M110,Motorola,128GB,Mobile,22962,40,918480,124,0,597,172,116,40,63.87,22576,22147,21960,0,2,0
2024-02-12,M111,Motorola,128GB,Mobile,15641,28,437948,105,5,439,57,28,28,39.0,16401,16331,16053,0,2,0
2024-02-12,M112,Vivo,128GB,Mobile,22741,14,318374,120,0,342,96,44,14,65.96,24213,21320,21847,0,2,0
2024-02-12,M113,Vivo,64GB,Mobile,15905,5,79525,126,5,106,10,5,5,31.83,16309,17250,16507,0,2,0
2024-02-12,M114,Oppo,128GB,Mobile,28918,35,1012130,132,0,995,211,127,35,28.44,31474,26782,27230,0,2,0
2024-02-12,M115,Oppo,128GB,Mobile,15319,13,199147,71,5,348,59,11,13,26.77,16645,14349,15308,0,2,0
2024-02-12,M116,Poco,256GB,Mobile,24993,32,799776,63,0,461,84,17,32,69.3,26784,27675,24719,0,2,0
2024-02-12,M117,Poco,128GB,Mobile,24562,39,957918,70,10,440,176,72,39,50.2,25544,22527,23172,0,2,0
2024-02-12,M118,Infinix,128GB,Mobile,20460,38,777480,80,10,654,97,43,38,69.03,22050,20974,20470,0,2,0
2024-02-12,M119,Tecno,64GB,Mobile,13055,30,391650,75,5,856,189,63,30,79.57,13998,12264,13609,0,2,0
2024-02-13,M100,Samsung,64GB,Mobile,14087,20,281740,120,10,308,84,44,20,60.54,15488,13579,14365,1,2,0
2024-02-13,M101,Samsung,128GB,Mobile,29338,9,264042,116,0,187,19,15,9,50.57,28647,26645,28793,1,2,0
2024-02-13,M102,Redmi,128GB,Mobile,20262,20,405240,60,0,553,193,115,20,44.33,21020,21867,19794,1,2,0
2024-02-13,M103,Redmi,64GB,Mobile,13832,10,138320,77,0,285,109,31,10,61.84,14833,14093,12914,1,2,0
2024-02-13,M104,Realme,128GB,Mobile,25401,39,990639,83,5,780,80,37,39,58.41,27689,26020,25372,1,2,0
2024-02-13,M105,Realme,64GB,Mobile,13065,28,365820,79,10,539,208,158,28,37.16,13541,12065,12867,1,2,0
2024-02-13,M106,iQOO,128GB,Mobile,15281,35,534835,111,5,795,303,213,35,27.98,16475,13942,14319,1,2,0
2024-02-13,M107,iQOO,256GB,Mobile,14108,32,451456,51,10,895,278,162,32,36.8,14534,12860,13602,1,2,0
2024-02-13,M108,OnePlus,128GB,Mobile,19464,21,408744,53,0,576,70,21,21,72.03,21332,20735,19360,1,2,0
2024-02-13,M109,OnePlus,256GB,Mobile,22300,23,512900,36,10,304,63,35,23,65.82,22489,20644,23603,1,2,0
2024-02-13,M110,Motorola,128GB,Mobile,9798,13,127374,47,5,177,53,23,13,42.45,9634,9656,9546,1,2,0
2024-02-13,M111,Motorola,128GB,Mobile,20322,32,650304,94,10,320,41,11,32,73.94,20742,18701,21892,1,2,0
2024-02-13,M112,Vivo,128GB,Mobile,21065,27,568755,92,10,568,156,45,27,48.51,20072,20747,20765,1,2,0
2024-02-13,M113,Vivo,64GB,Mobile,23316,6,139896,51,5,160,49,31,6,61.46,24029,23402,22615,1,2,0
2024-02-13,M114,Oppo,128GB,Mobile,28526,15,427890,131,0,180,52,13,15,33.0,29605,31517,28410,1,2,0
2024-02-13,M115,Oppo,128GB,Mobile,19571,15,293565,65,0,418,134,91,15,54.62,20479,19976,20690,1,2,0
2024-02-13,M116,Poco,256GB,Mobile,26235,30,787050,51,5,336,69,29,30,58.28,26698,27298,27469,1,2,0
2024-02-13,M117,Poco,128GB,Mobile,25681,32,821792,128,10,382,74,17,32,36.32,27267,26202,26921,1,2,0
2024-02-13,M118,Infinix,128GB,Mobile,25211,37,932807,44,10,435,132,77,37,43.1,25334,23103,24760,1,2,0
2024-02-13,M119,Tecno,64GB,Mobile,13054,35,456890,129,5,871,261,71,35,61.23,14087,14407,12233,1,2,0
2024-02-14,M100,Samsung,64GB,Mobile,19818,3,59454,135,10,83,18,6,3,51.35,20587,18175,18736,2,2,0
2024-02-14,M101,Samsung,128GB,Mobile,22015,28,616420,57,10,385,73,46,28,58.74,22258,24571,21925,2,2,0
2024-02-14,M102,Redmi,128GB,Mobile,12019,16,192304,136,10,404,79,44,16,39.18,11659,12999,11237,2,2,0
2024-02-14,M103,Redmi,64GB,Mobile,19755,17,335835,87,0,428,54,22,17,22.52,20532,20045,18273,2,2,0
2024-02-14,M104,Realme,128GB,Mobile,21422,8,171376,86,0,83,11,5,8,50.98,23148,23780,22176,2,2,0
2024-02-14,M105,Realme,64GB,Mobile,17764,38,675032,133,0,705,167,69,38,46.84,17016,17475,17003,2,2,0
2024-02-14,M106,iQOO,128GB,Mobile,19340,28,541520,108,10,778,292,173,28,52.93,18444,17563,20213,2,2,0
2024-02-14,M107,iQOO,256GB,Mobile,13894,14,194516,47,10,158,20,13,14,22.23,14602,14207,14855,2,2,0
