date,product_id,product_name,flipkart_price,amazon_price,myntra_price
2024-04-09,M105,C55,22115,22144,21806
2024-04-09,M106,Z7 5G,27378,31140,28989
2024-04-09,M107,Neo 7 Pro,10672,11047,9639
2024-04-09,M108,Nord CE 3 Lite,13092,10908,11859
2024-04-09,M109,Nord 3 5G,23527,24010,24310
2024-04-09,M110,G73 5G,27554,27534,27864
2024-04-09,M111,Edge 40 Neo,30898,27542,29829
2024-04-09,M112,T2 5G,22821,21208,20708
2024-04-09,M113,Y27,13266,11412,12252
2024-04-09,M114,A78,12401,11257,11916
2024-04-09,M115,Reno8 T,18194,20140,19693
2024-04-09,M116,X5 Pro,13829,12937,14718
2024-04-09,M117,M6 Pro,28303,28112,26170
2024-04-09,M118,Zero 5G 2023,14067,14603,14287
2024-04-09,M119,Spark 10,28511,29576,30568
2024-04-10,M100,Galaxy M14,8821,9667,8977
2024-04-10,M101,Galaxy A15,17322,16308,14816
2024-04-10,M102,Note 12,27496,26099,26021
2024-04-10,M103,12C,26993,25705,25989
2024-04-10,M104,Narzo 60,19866,20846,20702
2024-04-10,M105,C55,13345,13429,12525
2024-04-10,M106,Z7 5G,11741,12646,11569
2024-04-10,M107,Neo 7 Pro,21720,19360,21547
2024-04-10,M108,Nord CE 3 Lite,10378,11433,9971
2024-04-10,M109,Nord 3 5G,18345,16174,16171
2024-04-10,M110,G73 5G,16123,15219,13572
2024-04-10,M111,Edge 40 Neo,23011,21831,23286
2024-04-10,M112,T2 5G,26812,27686,24224
2024-04-10,M113,Y27,17282,19519,18893
2024-04-10,M114,A78,12330,11358,12251
2024-04-10,M115,Reno8 T,24969,24798,23864
2024-04-10,M116,X5 Pro,17788,20458,19279
2024-04-10,M117,M6 Pro,20188,18790,18419
2024-04-10,M118,Zero 5G 2023,22654,23265,20108
2024-04-10,M119,Spark 10,15112,15494,15607
2024-04-11,M100,Galaxy M14,25273,28528,24681
2024-04-11,M101,Galaxy A15,15561,14313,14653
2024-04-11,M102,Note 12,24102,23661,24821
2024-04-11,M103,12C,13866,14611,14771
2024-04-11,M104,Narzo 60,21690,19435,21229
2024-04-11,M105,C55,13919,15528,13667
2024-04-11,M106,Z7 5G,12458,10703,11857
2024-04-11,M107,Neo 7 Pro,23609,24048,25616
2024-04-11,M108,Nord CE 3 Lite,23117,21098,21175
2024-04-11,M109,Nord 3 5G,32417,32930,29245
2024-04-11,M110,G73 5G,14456,13240,13307
2024-04-11,M111,Edge 40 Neo,11794,13016,12201
2024-04-11,M112,T2 5G,25338,27146,26286
2024-04-11,M113,Y27,24531,24407,22126
2024-04-11,M114,A78,22122,21170,22899
2024-04-11,M115,Reno8 T,18768,17148,16785
2024-04-11,M116,X5 Pro,15570,16568,15680
2024-04-11,M117,M6 Pro,9745,9327,9020
2024-04-11,M118,Zero 5G 2023,24122,21494,21552
2024-04-11,M119,Spark 10,10915,10106,10609
2024-04-12,M100,Galaxy M14,22418,24140,23756
2024-04-12,M101,Galaxy A15,25773,21697,23001
2024-04-12,M102,Note 12,27664,28716,30452
2024-04-12,M103,12C,16820,15835,17282
2024-04-12,M104,Narzo 60,16403,15832,15431
2024-04-12,M105,C55,24167,22227,23369
2024-04-12,M106,Z7 5G,23034,22696,21824
2024-04-12,M107,Neo 7 Pro,11193,10988,10397
2024-04-12,M108,Nord CE 3 Lite,24419,21349,25028
2024-04-12,M109,Nord 3 5G,21619,20758,22825
2024-04-12,M110,G73 5G,12611,13098,12550
2024-04-12,M111,Edge 40 Neo,26762,27589,27697
2024-04-12,M112,T2 5G,17171,15464,16711
2024-04-12,M113,Y27,29740,31007,29633
2024-04-12,M114,A78,19196,19981,18242
2024-04-12,M115,Reno8 T,26304,26823,23523
2024-04-12,M116,X5 Pro,13672,13552,13661
2024-04-12,M117,M6 Pro,10993,11988,10605
2024-04-12,M118,Zero 5G 2023,24756,23321,24293
2024-04-12,M119,Spark 10,17806,16251,16791
2024-04-13,M100,Galaxy M14,27978,26850,25969
2024-04-13,M101,Galaxy A15,25713,24259,25243
2024-04-13,M102,Note 12,18710,21206,20136
2024-04-13,M103,12C,23105,24695,24390
2024-04-13,M104,Narzo 60,12050,10727,12252
2024-04-13,M105,C55,24991,24652,23307
2024-04-13,M106,Z7 5G,14227,14684,12793
2024-04-13,M107,Neo 7 Pro,28062,28114,27269
2024-04-13,M108,Nord CE 3 Lite,19168,17931,20701
2024-04-13,M109,Nord 3 5G,15400,14626,15152
2024-04-13,M110,G73 5G,21787,25515,23949
2024-04-13,M111,Edge 40 Neo,13585,14292,12854
2024-04-13,M112,T2 5G,14219,12936,13278
2024-04-13,M113,Y27,26770,27045,23863
2024-04-13,M114,A78,20712,22237,22086
2024-04-13,M115,Reno8 T,24352,24420,24066
2024-04-13,M116,X5 Pro,10869,11237,10849
2024-04-13,M117,M6 Pro,10370,10930,10103
2024-04-13,M118,Zero 5G 2023,21772,18749,20906
2024-04-13,M119,Spark 10,20039,18229,18758
2024-04-14,M100,Galaxy M14,25566,24209,25055
2024-04-14,M101,Galaxy A15,30359,29506,26535
2024-04-14,M102,Note 12,15705,16546,14260
2024-04-14,M103,12C,23100,20429,22268
2024-04-14,M104,Narzo 60,14173,14830,13544
2024-04-14,M105,C55,14641,13177,14039
2024-04-14,M106,Z7 5G,25753,27037,24857
2024-04-14,M107,Neo 7 Pro,16518,15860,13986
2024-04-14,M108,Nord CE 3 Lite,11521,11206,10634
2024-04-14,M109,Nord 3 5G,24083,24612,22341
2024-04-14,M110,G73 5G,15464,14730,15080
2024-04-14,M111,Edge 40 Neo,18425,18585,19676
2024-04-14,M112,T2 5G,23822,22432,20937
2024-04-14,M113,Y27,21810,19874,19294
2024-04-14,M114,A78,21892,21511,20826
2024-04-14,M115,Reno8 T,22951,24768,23629
2024-04-14,M116,X5 Pro,26204,24028,24298
2024-04-14,M117,M6 Pro,26129,24629,23660
2024-04-14,M118,Zero 5G 2023,13754,13806,12332
2024-04-14,M119,Spark 10,18213,18756,19939
2024-04-15,M100,Galaxy M14,11720,11344,10767
2024-04-15,M101,Galaxy A15,12587,13027,14023
2024-04-15,M102,Note 12,16585,16182,17627
2024-04-15,M103,12C,21217,21046,20913
2024-04-15,M104,Narzo 60,27069,24607,25230
2024-04-15,M105,C55,17461,16175,17617
2024-04-15,M106,Z7 5G,21834,20615,22241
2024-04-15,M107,Neo 7 Pro,25228,23670,27176
2024-04-15,M108,Nord CE 3 Lite,19047,17231,17798
2024-04-15,M109,Nord 3 5G,10511,10915,9875
2024-04-15,M110,G73 5G,13727,14040,12599
2024-04-15,M111,Edge 40 Neo,20075,23330,19574
2024-04-15,M112,T2 5G,19248,20513,18787
2024-04-15,M113,Y27,22719,20307,21726
2024-04-15,M114,A78,21919,21468,23303
2024-04-15,M115,Reno8 T,20571,20375,18414
2024-04-15,M116,X5 Pro,23206,21255,24576
2024-04-15,M117,M6 Pro,31929,29576,29479
2024-04-15,M118,Zero 5G 2023,18211,17269,17564
2024-04-15,M119,Spark 10,20494,23342,20757
2024-04-16,M100,Galaxy M14,22789,21490,23642
2024-04-16,M101,Galaxy A15,18483,17343,17030
2024-04-16,M102,Note 12,23083,21641,22742
2024-04-16,M103,12C,16749,18499,15786
2024-04-16,M104,Narzo 60,18701,18934,18908
2024-04-16,M105,C55,17386,19992,18033
2024-04-16,M106,Z7 5G,26757,24929,24504
2024-04-16,M107,Neo 7 Pro,11063,10831,11556
2024-04-16,M108,Nord CE 3 Lite,17590,18999,17988
2024-04-16,M109,Nord 3 5G,13050,11610,12505
2024-04-16,M110,G73 5G,25125,25270,24057
2024-04-16,M111,Edge 40 Neo,11390,11150,10299
2024-04-16,M112,T2 5G,25656,28785,26910
2024-04-16,M113,Y27,29847,25735,29586
2024-04-16,M114,A78,16685,16776,16906
2024-04-16,M115,Reno8 T,12948,13693,13622
2024-04-16,M116,X5 Pro,9574,10241,9670
2024-04-16,M117,M6 Pro,11549,12758,11592
2024-04-16,M118,Zero 5G 2023,13073,13590,14601
2024-04-16,M119,Spark 10,18321,19479,18572
2024-04-17,M100,Galaxy M14,11672,11658,11575
2024-04-17,M101,Galaxy A15,11016,12224,10820
2024-04-17,M102,Note 12,12456,11498,12231
2024-04-17,M103,12C,28867,25677,26858
2024-04-17,M104,Narzo 60,19167,17411,19896
2024-04-17,M105,C55,11897,12606,12762
2024-04-17,M106,Z7 5G,15739,15936,14028
2024-04-17,M107,Neo 7 Pro,19191,16957,17257
2024-04-17,M108,Nord CE 3 Lite,23902,21650,23129
2024-04-17,M109,Nord 3 5G,13548,12698,14308
2024-04-17,M110,G73 5G,18882,17524,16889
2024-04-17,M111,Edge 40 Neo,24061,22587,22590
2024-04-17,M112,T2 5G,13515,12294,12725
2024-04-17,M113,Y27,14536,13967,13766
2024-04-17,M114,A78,24589,25644,25188
2024-04-17,M115,Reno8 T,14117,12549,13135
2024-04-17,M116,X5 Pro,26945,26641,25324
2024-04-17,M117,M6 Pro,9626,10478,9331
2024-04-17,M118,Zero 5G 2023,17847,17226,16352
2024-04-17,M119,Spark 10,17844,18372,16677
2024-04-18,M100,Galaxy M14,14598,14203,14070
2024-04-18,M101,Galaxy A15,13307,13435,12823
2024-04-18,M102,Note 12,24984,24338,23662
2024-04-18,M103,12C,10401,9655,10301
2024-04-18,M104,Narzo 60,10781,12041,11581
2024-04-18,M105,C55,11811,11292,11656
2024-04-18,M106,Z7 5G,13031,14003,14204
2024-04-18,M107,Neo 7 Pro,14845,14922,14307
2024-04-18,M108,Nord CE 3 Lite,14447,13087,13461
2024-04-18,M109,Nord 3 5G,12475,12021,13874
2024-04-18,M110,G73 5G,28271,24824,25537
2024-04-18,M111,Edge 40 Neo,22589,24197,22394
2024-04-18,M112,T2 5G,23152,21789,22879
2024-04-18,M113,Y27,30752,26320,29344
2024-04-18,M114,A78,16024,15138,16664
2024-04-18,M115,Reno8 T,8737,9360,8440
2024-04-18,M116,X5 Pro,24194,21853,23665
2024-04-18,M117,M6 Pro,31521,26480,27399
2024-04-18,M118,Zero 5G 2023,15439,15401,14556
2024-04-18,M119,Spark 10,15622,14973,15477
2024-04-19,M100,Galaxy M14,13768,13912,13854
2024-04-19,M101,Galaxy A15,11991,11145,12040
2024-04-19,M102,Note 12,19626,20870,19699
2024-04-19,M103,12C,11833,11449,11261
2024-04-19,M104,Narzo 60,13290,11902,13027
2024-04-19,M105,C55,29053,24746,24653
2024-04-19,M106,Z7 5G,16824,15294,14792
2024-04-19,M107,Neo 7 Pro,23922,26220,22161
2024-04-19,M108,Nord CE 3 Lite,24715,25547,21651
2024-04-19,M109,Nord 3 5G,9558,10161,8717
2024-04-19,M110,G73 5G,23008,22884,20630
2024-04-19,M111,Edge 40 Neo,15103,15314,14264
2024-04-19,M112,T2 5G,32038,30344,28210
2024-04-19,M113,Y27,12262,12245,11387
2024-04-19,M114,A78,14829,15174,14616
2024-04-19,M115,Reno8 T,14154,14580,14381
2024-04-19,M116,X5 Pro,26456,24800,26465
2024-04-19,M117,M6 Pro,27084,26201,28001
2024-04-19,M118,Zero 5G 2023,19580,18548,21914
2024-04-19,M119,Spark 10,21029,23270,21070
2024-04-20,M100,Galaxy M14,15370,14053,13391
2024-04-20,M101,Galaxy A15,17763,17434,16189
2024-04-20,M102,Note 12,15327,13730,15128
2024-04-20,M103,12C,11373,10922,11297
2024-04-20,M104,Narzo 60,15956,15765,15175
2024-04-20,M105,C55,14017,14335,14892
2024-04-20,M106,Z7 5G,14281,13699,12400
2024-04-20,M107,Neo 7 Pro,27290,26274,23901
2024-04-20,M108,Nord CE 3 Lite,23915,24381,23473
2024-04-20,M109,Nord 3 5G,27020,25888,26549
2024-04-20,M110,G73 5G,28280,30122,26028
2024-04-20,M111,Edge 40 Neo,25422,21960,22248
2024-04-20,M112,T2 5G,19343,17728,20794
2024-04-20,M113,Y27,11508,10998,11436
2024-04-20,M114,A78,17761,18544,17187
2024-04-20,M115,Reno8 T,23684,26764,25875
2024-04-20,M116,X5 Pro,26653,26676,25079
2024-04-20,M117,M6 Pro,24552,28206,25907
2024-04-20,M118,Zero 5G 2023,24326,26589,23064
2024-04-20,M119,Spark 10,29100,29620,25954
2024-04-21,M100,Galaxy M14,23651,23958,24149
2024-04-21,M101,Galaxy A15,21003,20102,21373
2024-04-21,M102,Note 12,10017,9059,10127
2024-04-21,M103,12C,20203,23086,19979
2024-04-21,M104,Narzo 60,10366,9105,9310
2024-04-21,M105,C55,12004,13321,12089
2024-04-21,M106,Z7 5G,22064,22722,22816
2024-04-21,M107,Neo 7 Pro,17252,18962,18492
2024-04-21,M108,Nord CE 3 Lite,28331,29752,30427
2024-04-21,M109,Nord 3 5G,21707,19303,18740
2024-04-21,M110,G73 5G,10453,8994,9159
2024-04-21,M111,Edge 40 Neo,24685,24010,24366
2024-04-21,M112,T2 5G,26215,23548,27241
2024-04-21,M113,Y27,20495,20825,17985
2024-04-21,M114,A78,31495,29476,27103
2024-04-21,M115,Reno8 T,26084,26695,26825
2024-04-21,M116,X5 Pro,12564,13466,13195
2024-04-21,M117,M6 Pro,20415,18768,20204
2024-04-21,M118,Zero 5G 2023,13383,12639,13147
2024-04-21,M119,Spark 10,24485,25315,24210
2024-04-22,M100,Galaxy M14,27476,29951,29428
2024-04-22,M101,Galaxy A15,11414,11580,11417
2024-04-22,M102,Note 12,15897,14169,14697
2024-04-22,M103,12C,29381,31278,26679
2024-04-22,M104,Narzo 60,20766,18663,20060
2024-04-22,M105,C55,23444,26246,25692
2024-04-22,M106,Z7 5G,11012,11563,11914
2024-04-22,M107,Neo 7 Pro,26618,28162,24455
2024-04-22,M108,Nord CE 3 Lite,20563,19218,20468
2024-04-22,M109,Nord 3 5G,16173,16880,15941
2024-04-22,M110,G73 5G,30688,29395,26592
2024-04-22,M111,Edge 40 Neo,29435,27647,28990
2024-04-22,M112,T2 5G,14824,15868,15055
2024-04-22,M113,Y27,17523,17129,16642
2024-04-22,M114,A78,22855,21143,21422
2024-04-22,M115,Reno8 T,27514,25894,26319
2024-04-22,M116,X5 Pro,14710,15288,14560
2024-04-22,M117,M6 Pro,22866,24216,21844
2024-04-22,M118,Zero 5G 2023,16032,17134,16007
2024-04-22,M119,Spark 10,15425,15167,14122
2024-04-23,M100,Galaxy M14,16874,18033,15648
2024-04-23,M101,Galaxy A15,14610,16154,14995
2024-04-23,M102,Note 12,20116,20234,20015
2024-04-23,M103,12C,23196,23948,24752
2024-04-23,M104,Narzo 60,16420,16015,15546
2024-04-23,M105,C55,11222,9455,10435
2024-04-23,M106,Z7 5G,30188,27031,28303
2024-04-23,M107,Neo 7 Pro,26748,28581,27552
2024-04-23,M108,Nord CE 3 Lite,19627,20058,18083
2024-04-23,M109,Nord 3 5G,24347,24516,23395
2024-04-23,M110,G73 5G,22184,20649,21642
2024-04-23,M111,Edge 40 Neo,17614,17898,18685
2024-04-23,M112,T2 5G,13108,11820,13440
2024-04-23,M113,Y27,26503,28604,24149
2024-04-23,M114,A78,16810,14721,17235
2024-04-23,M115,Reno8 T,19043,17226,17234
2024-04-23,M116,X5 Pro,16720,15806,18095
2024-04-23,M117,M6 Pro,13820,12799,12562
2024-04-23,M118,Zero 5G 2023,23102,23182,25013
2024-04-23,M119,Spark 10,10855,11665,10460
2024-04-24,M100,Galaxy M14,12895,13226,12011
2024-04-24,M101,Galaxy A15,22068,24507,24389
2024-04-24,M102,Note 12,13499,13345,14757
2024-04-24,M103,12C,21164,18833,18867
2024-04-24,M104,Narzo 60,10764,10322,9633
2024-04-24,M105,C55,16132,15613,17830
2024-04-24,M106,Z7 5G,17885,19446,18533
2024-04-24,M107,Neo 7 Pro,12274,12323,12873
2024-04-24,M108,Nord CE 3 Lite,25124,25448,23569
2024-04-24,M109,Nord 3 5G,22165,21912,20506
2024-04-24,M110,G73 5G,16716,17534,17396
2024-04-24,M111,Edge 40 Neo,23973,21303,20451
2024-04-24,M112,T2 5G,11184,11220,11263
2024-04-24,M113,Y27,25150,25453,23212
2024-04-24,M114,A78,20420,19558,19546
2024-04-24,M115,Reno8 T,13445,15109,14703
2024-04-24,M116,X5 Pro,12064,11535,11541
2024-04-24,M117,M6 Pro,24062,28157,27014
2024-04-24,M118,Zero 5G 2023,10521,11041,11318
2024-04-24,M119,Spark 10,23249,22798,22773
2024-04-25,M100,Galaxy M14,24084,20891,23168
2024-04-25,M101,Galaxy A15,17953,20213,19385
2024-04-25,M102,Note 12,16330,14908,14981
2024-04-25,M103,12C,27444,26984,27803
2024-04-25,M104,Narzo 60,24427,24014,21935
2024-04-25,M105,C55,18662,18365,18888
2024-04-25,M106,Z7 5G,19061,20889,19930
2024-04-25,M107,Neo 7 Pro,23185,20939,23180
2024-04-25,M108,Nord CE 3 Lite,20502,20120,18603
2024-04-25,M109,Nord 3 5G,10409,10436,9558
2024-04-25,M110,G73 5G,18678,17111,18670
2024-04-25,M111,Edge 40 Neo,17868,18455,17344
2024-04-25,M112,T2 5G,11111,11395,10947
2024-04-25,M113,Y27,30811,29093,30036
2024-04-25,M114,A78,22575,22191,22733
2024-04-25,M115,Reno8 T,10063,9771,8685
2024-04-25,M116,X5 Pro,24290,21708,23212
2024-04-25,M117,M6 Pro,15802,14514,16007
2024-04-25,M118,Zero 5G 2023,17557,17864,18746
2024-04-25,M119,Spark 10,22149,21450,22402
2024-04-26,M100,Galaxy M14,29436,27305,30442
2024-04-26,M101,Galaxy A15,15030,15543,15394
2024-04-26,M102,Note 12,15852,14763,14656
2024-04-26,M103,12C,16688,16259,17065
2024-04-26,M104,Narzo 60,19685,19672,20676
2024-04-26,M105,C55,13619,11966,13778
2024-04-26,M106,Z7 5G,20371,20506,17450
2024-04-26,M107,Neo 7 Pro,20050,18291,19763
2024-04-26,M108,Nord CE 3 Lite,19678,19310,18642
2024-04-26,M109,Nord 3 5G,12757,12065,12663
2024-04-26,M110,G73 5G,26513,26968,25224
2024-04-26,M111,Edge 40 Neo,12540,11829,12073
2024-04-26,M112,T2 5G,21358,22753,22440
2024-04-26,M113,Y27,13024,13756,11980
2024-04-26,M114,A78,19055,17553,19460
2024-04-26,M115,Reno8 T,19151,20693,20321
2024-04-26,M116,X5 Pro,17627,19327,18654
2024-04-26,M117,M6 Pro,14733,13799,13219
2024-04-26,M118,Zero 5G 2023,12011,10511,11888
2024-04-26,M119,Spark 10,20386,20049,21137
2024-04-27,M100,Galaxy M14,17354,16915,17831
2024-04-27,M101,Galaxy A15,14900,15226,15739
2024-04-27,M102,Note 12,13362,14312,13434
2024-04-27,M103,12C,11352,11705,12252
2024-04-27,M104,Narzo 60,17426,17816,17016
2024-04-27,M105,C55,19228,17650,17643
2024-04-27,M106,Z7 5G,24446,26080,25171
2024-04-27,M107,Neo 7 Pro,10306,11153,10087
2024-04-27,M108,Nord CE 3 Lite,26818,25559,25703
2024-04-27,M109,Nord 3 5G,15829,16515,14087
2024-04-27,M110,G73 5G,15074,16371,14989
2024-04-27,M111,Edge 40 Neo,26595,23119,26918
2024-04-27,M112,T2 5G,15064,16581,14950
2024-04-27,M113,Y27,30940,28509,26690
2024-04-27,M114,A78,18046,17785,17191
2024-04-27,M115,Reno8 T,20100,19200,19997
2024-04-27,M116,X5 Pro,21770,22515,22822
2024-04-27,M117,M6 Pro,20061,22576,20522
2024-04-27,M118,Zero 5G 2023,21709,22875,22962
2024-04-27,M119,Spark 10,24406,24965,21135
2024-04-28,M100,Galaxy M14,9310,8934,9765
2024-04-28,M101,Galaxy A15,19457,16855,17198
2024-04-28,M102,Note 12,15487,14018,15075
2024-04-28,M103,12C,19132,18384,17707
2024-04-28,M104,Narzo 60,12090,11153,11451
2024-04-28,M105,C55,13453,11901,13044
2024-04-28,M106,Z7 5G,17002,16395,15847
2024-04-28,M107,Neo 7 Pro,18470,18687,17790
2024-04-28,M108,Nord CE 3 Lite,18968,16964,17644
2024-04-28,M109,Nord 3 5G,13415,14807,12832
2024-04-28,M110,G73 5G,18923,17722,17884
2024-04-28,M111,Edge 40 Neo,19176,20603,19217
2024-04-28,M112,T2 5G,26393,26547,25973
2024-04-28,M113,Y27,21794,19512,21395
2024-04-28,M114,A78,28023,26663,26740
2024-04-28,M115,Reno8 T,21259,21574,18274
2024-04-28,M116,X5 Pro,26292,22025,23444
2024-04-28,M117,M6 Pro,20332,20166,21127
2024-04-28,M118,Zero 5G 2023,15009,14826,15114
2024-04-28,M119,Spark 10,12643,12710,12084
2024-04-29,M100,Galaxy M14,12487,12931,11404
2024-04-29,M101,Galaxy A15,12253,13729,12052
2024-04-29,M102,Note 12,17838,15688,17472
2024-04-29,M103,12C,28377,29444,29476
2024-04-29,M104,Narzo 60,10302,10082,9543
2024-04-29,M105,C55,21648,21780,24411
2024-04-29,M106,Z7 5G,28832,24929,27285
2024-04-29,M107,Neo 7 Pro,27899,31965,31233
2024-04-29,M108,Nord CE 3 Lite,10952,10872,10124
2024-04-29,M109,Nord 3 5G,16832,15566,16593
2024-04-29,M110,G73 5G,11261,12652,10721
2024-04-29,M111,Edge 40 Neo,17439,18915,18500
2024-04-29,M112,T2 5G,24045,22144,23884
2024-04-29,M113,Y27,22997,20371,22041
2024-04-29,M114,A78,12378,10835,11255
2024-04-29,M115,Reno8 T,12218,13247,11985
2024-04-29,M116,X5 Pro,10359,10091,9467
2024-04-29,M117,M6 Pro,15322,12951,13801
2024-04-29,M118,Zero 5G 2023,20562,21462,21731
2024-04-29,M119,Spark 10,23977,23507,26426
2024-04-30,M100,Galaxy M14,19807,19047,21198
2024-04-30,M101,Galaxy A15,19321,20345,19475
2024-04-30,M102,Note 12,11102,9683,11260
2024-04-30,M103,12C,17451,16711,16705
2024-04-30,M104,Narzo 60,14565,14123,12515
2024-04-30,M105,C55,29456,30419,26373
2024-04-30,M106,Z7 5G,27264,25035,26679
2024-04-30,M107,Neo 7 Pro,11396,9908,10220
2024-04-30,M108,Nord CE 3 Lite,25428,24393,22126
2024-04-30,M109,Nord 3 5G,22358,22059,22507
2024-04-30,M110,G73 5G,18119,17481,18209
2024-04-30,M111,Edge 40 Neo,11482,9994,11297
2024-04-30,M112,T2 5G,22086,23029,23354
2024-04-30,M113,Y27,28340,24313,24931
2024-04-30,M114,A78,21430,18976,18349
2024-04-30,M115,Reno8 T,24729,22856,21775
2024-04-30,M116,X5 Pro,26142,25402,24604
2024-04-30,M117,M6 Pro,29035,29736,28270
2024-04-30,M118,Zero 5G 2023,19371,20437,18894
2024-04-30,M119,Spark 10,23496,24051,23270
2024-05-01,M100,Galaxy M14,22314,21353,20534
2024-05-01,M101,Galaxy A15,10312,11477,10963
2024-05-01,M102,Note 12,23227,26112,24302
2024-05-01,M103,12C,27427,27544,25241
2024-05-01,M104,Narzo 60,27570,24837,25837
2024-05-01,M105,C55,14018,14652,12705
2024-05-01,M106,Z7 5G,20849,19773,21252
2024-05-01,M107,Neo 7 Pro,25013,25346,26058
2024-05-01,M108,Nord CE 3 Lite,18136,18251,18711
2024-05-01,M109,Nord 3 5G,27087,26885,27385
2024-05-01,M110,G73 5G,13217,14393,12994
2024-05-01,M111,Edge 40 Neo,21793,20885,21222
2024-05-01,M112,T2 5G,15401,15169,16075
2024-05-01,M113,Y27,21882,20386,21481
2024-05-01,M114,A78,13780,13519,13684
2024-05-01,M115,Reno8 T,22010,22122,20901
2024-05-01,M116,X5 Pro,19017,17761,17363
2024-05-01,M117,M6 Pro,25666,23680,24504
2024-05-01,M118,Zero 5G 2023,10941,10349,10064
2024-05-01,M119,Spark 10,23980,22194,23595
2024-05-02,M100,Galaxy M14,11488,11588,10243
2024-05-02,M101,Galaxy A15,14366,12818,13306
2024-05-02,M102,Note 12,29272,28606,28193
2024-05-02,M103,12C,10184,9818,10298
2024-05-02,M104,Narzo 60,13657,14698,13021
2024-05-02,M105,C55,14891,13373,14543
2024-05-02,M106,Z7 5G,26839,26345,25666
2024-05-02,M107,Neo 7 Pro,13852,14942,13037
2024-05-02,M108,Nord CE 3 Lite,14085,14798,13633
2024-05-02,M109,Nord 3 5G,23129,23147,24693
2024-05-02,M110,G73 5G,17367,16727,17720
2024-05-02,M111,Edge 40 Neo,25632,26397,25160
2024-05-02,M112,T2 5G,19061,18841,21045
2024-05-02,M113,Y27,19959,18211,19988
2024-05-02,M114,A78,13372,14867,12748
2024-05-02,M115,Reno8 T,14176,14188,12975
2024-05-02,M116,X5 Pro,21797,21127,22595
2024-05-02,M117,M6 Pro,11087,11626,9988
2024-05-02,M118,Zero 5G 2023,26909,26776,25371
2024-05-02,M119,Spark 10,18482,21535,20396
2024-05-03,M100,Galaxy M14,24860,21914,24121
2024-05-03,M101,Galaxy A15,13791,12118,13454
2024-05-03,M102,Note 12,20288,17538,17316
2024-05-03,M103,12C,19305,17585,18336
2024-05-03,M104,Narzo 60,20225,22441,21594
2024-05-03,M105,C55,26163,23164,23956
2024-05-03,M106,Z7 5G,21828,22609,21055
2024-05-03,M107,Neo 7 Pro,26544,25249,26171
2024-05-03,M108,Nord CE 3 Lite,21369,23936,22321
2024-05-03,M109,Nord 3 5G,15251,14375,14427
2024-05-03,M110,G73 5G,27563,24574,26141
2024-05-03,M111,Edge 40 Neo,25181,26187,25687
2024-05-03,M112,T2 5G,12623,12039,12279
2024-05-03,M113,Y27,27637,28250,24689
2024-05-03,M114,A78,11502,11327,11179
2024-05-03,M115,Reno8 T,27597,26450,27636
2024-05-03,M116,X5 Pro,20502,20160,20335
2024-05-03,M117,M6 Pro,20209,19018,21611
2024-05-03,M118,Zero 5G 2023,22069,19606,20691
2024-05-03,M119,Spark 10,25012,21658,21987
2024-05-04,M100,Galaxy M14,23653,25898,23763
2024-05-04,M101,Galaxy A15,24966,25264,25704
2024-05-04,M102,Note 12,31981,30211,29917
2024-05-04,M103,12C,18664,16269,17875
2024-05-04,M104,Narzo 60,13536,12152,12829
2024-05-04,M105,C55,19329,16861,19157
2024-05-04,M106,Z7 5G,29446,28626,26967
2024-05-04,M107,Neo 7 Pro,27239,25591,25756
2024-05-04,M108,Nord CE 3 Lite,25734,22649,22677
2024-05-04,M109,Nord 3 5G,23119,25630,22429
2024-05-04,M110,G73 5G,27052,27021,23574
2024-05-04,M111,Edge 40 Neo,20759,23019,21614
2024-05-04,M112,T2 5G,21510,20213,21244
2024-05-04,M113,Y27,23836,23720,20943
2024-05-04,M114,A78,22853,22940,23947
2024-05-04,M115,Reno8 T,13804,13653,12818
2024-05-04,M116,X5 Pro,13635,13503,13811
2024-05-04,M117,M6 Pro,13600,13121,12562
2024-05-04,M118,Zero 5G 2023,26761,26487,23772
2024-05-04,M119,Spark 10,26816,29772,27578
2024-05-05,M100,Galaxy M14,27595,30513,29680
2024-05-05,M101,Galaxy A15,20963,21837,20450
2024-05-05,M102,Note 12,29530,27967,28854
2024-05-05,M103,12C,20329,17433,19238
2024-05-05,M104,Narzo 60,26334,28288,25908
2024-05-05,M105,C55,12619,14730,13402
2024-05-05,M106,Z7 5G,18286,19791,19742
2024-05-05,M107,Neo 7 Pro,24898,25512,24846
2024-05-05,M108,Nord CE 3 Lite,22971,23536,21849
2024-05-05,M109,Nord 3 5G,21759,24868,21344
2024-05-05,M110,G73 5G,26835,30111,28209
2024-05-05,M111,Edge 40 Neo,20457,20617,22815
2024-05-05,M112,T2 5G,15637,14954,14199
2024-05-05,M113,Y27,21981,24593,23990
2024-05-05,M114,A78,21634,21620,20794
2024-05-05,M115,Reno8 T,21325,20563,21690
2024-05-05,M116,X5 Pro,18462,20865,17829
2024-05-05,M117,M6 Pro,18496,18095,17894
2024-05-05,M118,Zero 5G 2023,10149,9480,9351
2024-05-05,M119,Spark 10,26986,23634,24106
2024-05-06,M100,Galaxy M14,13512,12426,12955
2024-05-06,M101,Galaxy A15,27966,27317,28411
2024-05-06,M102,Note 12,15525,14890,14458
2024-05-06,M103,12C,12338,11893,12446
