date,product_id,product_name,brand,storage_variant,category,price,units_sold,revenue,stock,discount
2024-02-16,M107,Neo 7 Pro,iQOO,256GB,Mobile,14212,29,412148,108,5
2024-02-16,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,17118,7,119826,144,0
2024-02-16,M109,Nord 3 5G,OnePlus,256GB,Mobile,14587,25,364675,105,0
2024-02-16,M110,G73 5G,Motorola,128GB,Mobile,20443,9,183987,70,5
2024-02-16,M111,Edge 40 Neo,Motorola,128GB,Mobile,17213,6,103278,112,5
2024-02-16,M112,T2 5G,Vivo,128GB,Mobile,16317,39,636363,106,10
2024-02-16,M113,Y27,Vivo,64GB,Mobile,28413,2,56826,129,5
2024-02-16,M114,A78,Oppo,128GB,Mobile,19884,39,775476,96,0
2024-02-16,M115,Reno8 T,Oppo,128GB,Mobile,26696,26,694096,125,0
2024-02-16,M116,X5 Pro,Poco,256GB,Mobile,17715,16,283440,36,10
2024-02-16,M117,M6 Pro,Poco,128GB,Mobile,24905,16,398480,44,5
2024-02-16,M118,Zero 5G 2023,Infinix,128GB,Mobile,23733,5,118665,106,10
2024-02-16,M119,Spark 10,Tecno,64GB,Mobile,27310,21,573510,76,0
2024-02-17,M100,Galaxy M14,Samsung,64GB,Mobile,13607,37,503459,140,5
2024-02-17,M101,Galaxy A15,Samsung,128GB,Mobile,22600,12,271200,99,5
2024-02-17,M102,Note 12,Redmi,128GB,Mobile,25434,5,127170,32,0
2024-02-17,M103,12C,Redmi,64GB,Mobile,9928,3,29784,57,5
2024-02-17,M104,Narzo 60,Realme,128GB,Mobile,11381,19,216239,94,5
2024-02-17,M105,C55,Realme,64GB,Mobile,25097,26,652522,84,5
2024-02-17,M106,Z7 5G,iQOO,128GB,Mobile,11430,35,400050,98,10
2024-02-17,M107,Neo 7 Pro,iQOO,256GB,Mobile,14252,20,285040,40,5
2024-02-17,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,11330,14,158620,147,10
2024-02-17,M109,Nord 3 5G,OnePlus,256GB,Mobile,13581,26,353106,71,10
2024-02-17,M110,G73 5G,Motorola,128GB,Mobile,26294,5,131470,127,10
2024-02-17,M111,Edge 40 Neo,Motorola,128GB,Mobile,18146,16,290336,85,10
2024-02-17,M112,T2 5G,Vivo,128GB,Mobile,11897,28,333116,41,0
2024-02-17,M113,Y27,Vivo,64GB,Mobile,13110,39,511290,108,5
2024-02-17,M114,A78,Oppo,128GB,Mobile,11212,12,134544,115,5
2024-02-17,M115,Reno8 T,Oppo,128GB,Mobile,13913,9,125217,120,0
2024-02-17,M116,X5 Pro,Poco,256GB,Mobile,10371,23,238533,93,0
2024-02-17,M117,M6 Pro,Poco,128GB,Mobile,24423,17,415191,130,10
2024-02-17,M118,Zero 5G 2023,Infinix,128GB,Mobile,14697,18,264546,46,5
2024-02-17,M119,Spark 10,Tecno,64GB,Mobile,13868,28,388304,72,0
2024-02-18,M100,Galaxy M14,Samsung,64GB,Mobile,17020,17,289340,38,10
2024-02-18,M101,Galaxy A15,Samsung,128GB,Mobile,26005,32,832160,39,10
2024-02-18,M102,Note 12,Redmi,128GB,Mobile,22423,4,89692,76,10
2024-02-18,M103,12C,Redmi,64GB,Mobile,23733,24,569592,51,10
2024-02-18,M104,Narzo 60,Realme,128GB,Mobile,14396,7,100772,128,5
2024-02-18,M105,C55,Realme,64GB,Mobile,25924,8,207392,122,10
2024-02-18,M106,Z7 5G,iQOO,128GB,Mobile,15735,1,15735,95,10
2024-02-18,M107,Neo 7 Pro,iQOO,256GB,Mobile,11443,3,34329,61,0
2024-02-18,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,24185,10,241850,79,5
2024-02-18,M109,Nord 3 5G,OnePlus,256GB,Mobile,15864,27,428328,100,0
2024-02-18,M110,G73 5G,Motorola,128GB,Mobile,16488,27,445176,61,5
2024-02-18,M111,Edge 40 Neo,Motorola,128GB,Mobile,19458,5,97290,135,5
2024-02-18,M112,T2 5G,Vivo,128GB,Mobile,27291,33,900603,45,5
2024-02-18,M113,Y27,Vivo,64GB,Mobile,11725,34,398650,58,0
2024-02-18,M114,A78,Oppo,128GB,Mobile,10928,30,327840,38,5
2024-02-18,M115,Reno8 T,Oppo,128GB,Mobile,18287,6,109722,71,5
2024-02-18,M116,X5 Pro,Poco,256GB,Mobile,26716,12,320592,31,5
2024-02-18,M117,M6 Pro,Poco,128GB,Mobile,15746,20,314920,102,5
2024-02-18,M118,Zero 5G 2023,Infinix,128GB,Mobile,17050,38,647900,77,5
2024-02-18,M119,Spark 10,Tecno,64GB,Mobile,26166,35,915810,123,0
2024-02-19,M100,Galaxy M14,Samsung,64GB,Mobile,18032,30,540960,30,0
2024-02-19,M101,Galaxy A15,Samsung,128GB,Mobile,23436,35,820260,59,0
2024-02-19,M102,Note 12,Redmi,128GB,Mobile,19215,1,19215,137,10
2024-02-19,M103,12C,Redmi,64GB,Mobile,20977,25,524425,127,0
2024-02-19,M104,Narzo 60,Realme,128GB,Mobile,20076,34,682584,56,0
2024-02-19,M105,C55,Realme,64GB,Mobile,16913,4,67652,92,5
2024-02-19,M106,Z7 5G,iQOO,128GB,Mobile,13198,6,79188,65,10
2024-02-19,M107,Neo 7 Pro,iQOO,256GB,Mobile,11438,34,388892,144,0
2024-02-19,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,21181,24,508344,144,10
2024-02-19,M109,Nord 3 5G,OnePlus,256GB,Mobile,22519,38,855722,40,10
2024-02-19,M110,G73 5G,Motorola,128GB,Mobile,11817,26,307242,47,10
2024-02-19,M111,Edge 40 Neo,Motorola,128GB,Mobile,11206,4,44824,102,10
2024-02-19,M112,T2 5G,Vivo,128GB,Mobile,21827,16,349232,46,10
2024-02-19,M113,Y27,Vivo,64GB,Mobile,18579,21,390159,138,5
2024-02-19,M114,A78,Oppo,128GB,Mobile,20588,21,432348,136,10
2024-02-19,M115,Reno8 T,Oppo,128GB,Mobile,19400,15,291000,64,5
2024-02-19,M116,X5 Pro,Poco,256GB,Mobile,12447,38,472986,47,0
2024-02-19,M117,M6 Pro,Poco,128GB,Mobile,13570,11,149270,43,0
2024-02-19,M118,Zero 5G 2023,Infinix,128GB,Mobile,23494,27,634338,70,5
2024-02-19,M119,Spark 10,Tecno,64GB,Mobile,12560,14,175840,75,10
2024-02-20,M100,Galaxy M14,Samsung,64GB,Mobile,23567,17,400639,89,5
2024-02-20,M101,Galaxy A15,Samsung,128GB,Mobile,13929,20,278580,50,0
2024-02-20,M102,Note 12,Redmi,128GB,Mobile,29769,21,625149,57,0
2024-02-20,M103,12C,Redmi,64GB,Mobile,14860,16,237760,121,0
2024-02-20,M104,Narzo 60,Realme,128GB,Mobile,20573,4,82292,95,5
2024-02-20,M105,C55,Realme,64GB,Mobile,18802,12,225624,134,5
2024-02-20,M106,Z7 5G,iQOO,128GB,Mobile,10467,29,303543,139,5
2024-02-20,M107,Neo 7 Pro,iQOO,256GB,Mobile,25395,16,406320,100,10
2024-02-20,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,12447,9,112023,43,5
2024-02-20,M109,Nord 3 5G,OnePlus,256GB,Mobile,13979,15,209685,37,0
2024-02-20,M110,G73 5G,Motorola,128GB,Mobile,14283,26,371358,135,0
2024-02-20,M111,Edge 40 Neo,Motorola,128GB,Mobile,19977,6,119862,110,10
2024-02-20,M112,T2 5G,Vivo,128GB,Mobile,26172,5,130860,63,10
2024-02-20,M113,Y27,Vivo,64GB,Mobile,10714,29,310706,55,0
2024-02-20,M114,A78,Oppo,128GB,Mobile,14220,22,312840,145,0
2024-02-20,M115,Reno8 T,Oppo,128GB,Mobile,14014,30,420420,150,0
2024-02-20,M116,X5 Pro,Poco,256GB,Mobile,11659,37,431383,148,0
2024-02-20,M117,M6 Pro,Poco,128GB,Mobile,21773,32,696736,80,10
2024-02-20,M118,Zero 5G 2023,Infinix,128GB,Mobile,10417,28,291676,117,5
2024-02-20,M119,Spark 10,Tecno,64GB,Mobile,14878,12,178536,57,5
2024-02-21,M100,Galaxy M14,Samsung,64GB,Mobile,18059,10,180590,87,5
2024-02-21,M101,Galaxy A15,Samsung,128GB,Mobile,10021,40,400840,109,10
2024-02-21,M102,Note 12,Redmi,128GB,Mobile,16247,32,519904,67,10
2024-02-21,M103,12C,Redmi,64GB,Mobile,21150,4,84600,91,10
2024-02-21,M104,Narzo 60,Realme,128GB,Mobile,12230,9,110070,79,5
2024-02-21,M105,C55,Realme,64GB,Mobile,23737,34,807058,112,0
2024-02-21,M106,Z7 5G,iQOO,128GB,Mobile,16347,35,572145,132,10
2024-02-21,M107,Neo 7 Pro,iQOO,256GB,Mobile,10107,23,232461,130,5
2024-02-21,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,23146,32,740672,130,10
2024-02-21,M109,Nord 3 5G,OnePlus,256GB,Mobile,19145,21,402045,94,10
2024-02-21,M110,G73 5G,Motorola,128GB,Mobile,21589,2,43178,53,5
2024-02-21,M111,Edge 40 Neo,Motorola,128GB,Mobile,18403,2,36806,58,10
2024-02-21,M112,T2 5G,Vivo,128GB,Mobile,19205,31,595355,133,0
2024-02-21,M113,Y27,Vivo,64GB,Mobile,25980,38,987240,128,5
2024-02-21,M114,A78,Oppo,128GB,Mobile,17627,16,282032,42,0
2024-02-21,M115,Reno8 T,Oppo,128GB,Mobile,17006,4,68024,98,5
2024-02-21,M116,X5 Pro,Poco,256GB,Mobile,15470,25,386750,138,10
2024-02-21,M117,M6 Pro,Poco,128GB,Mobile,21626,16,346016,52,0
2024-02-21,M118,Zero 5G 2023,Infinix,128GB,Mobile,27944,23,642712,133,5
2024-02-21,M119,Spark 10,Tecno,64GB,Mobile,29384,23,675832,120,0
2024-02-22,M100,Galaxy M14,Samsung,64GB,Mobile,25740,37,952380,48,10
2024-02-22,M101,Galaxy A15,Samsung,128GB,Mobile,15359,20,307180,99,5
2024-02-22,M102,Note 12,Redmi,128GB,Mobile,14964,6,89784,34,5
2024-02-22,M103,12C,Redmi,64GB,Mobile,11840,15,177600,107,0
2024-02-22,M104,Narzo 60,Realme,128GB,Mobile,9587,1,9587,91,10
2024-02-22,M105,C55,Realme,64GB,Mobile,18783,9,169047,55,10
2024-02-22,M106,Z7 5G,iQOO,128GB,Mobile,19048,21,400008,52,10
2024-02-22,M107,Neo 7 Pro,iQOO,256GB,Mobile,11951,38,454138,48,0
2024-02-22,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,14641,34,497794,138,0
2024-02-22,M109,Nord 3 5G,OnePlus,256GB,Mobile,21956,26,570856,77,0
2024-02-22,M110,G73 5G,Motorola,128GB,Mobile,29202,20,584040,73,0
2024-02-22,M111,Edge 40 Neo,Motorola,128GB,Mobile,20571,28,575988,50,0
2024-02-22,M112,T2 5G,Vivo,128GB,Mobile,23367,12,280404,70,10
2024-02-22,M113,Y27,Vivo,64GB,Mobile,25572,40,1022880,143,10
2024-02-22,M114,A78,Oppo,128GB,Mobile,21692,38,824296,115,0
2024-02-22,M115,Reno8 T,Oppo,128GB,Mobile,14957,19,284183,69,5
2024-02-22,M116,X5 Pro,Poco,256GB,Mobile,14172,1,14172,123,0
2024-02-22,M117,M6 Pro,Poco,128GB,Mobile,27331,37,1011247,138,5
2024-02-22,M118,Zero 5G 2023,Infinix,128GB,Mobile,11061,21,232281,107,0
2024-02-22,M119,Spark 10,Tecno,64GB,Mobile,15514,7,108598,102,10
2024-02-23,M100,Galaxy M14,Samsung,64GB,Mobile,26258,5,131290,72,0
2024-02-23,M101,Galaxy A15,Samsung,128GB,Mobile,16908,11,185988,70,5
2024-02-23,M102,Note 12,Redmi,128GB,Mobile,11616,22,255552,115,10
2024-02-23,M103,12C,Redmi,64GB,Mobile,24635,14,344890,63,0
2024-02-23,M104,Narzo 60,Realme,128GB,Mobile,16358,23,376234,38,10
2024-02-23,M105,C55,Realme,64GB,Mobile,18410,1,18410,122,0
2024-02-23,M106,Z7 5G,iQOO,128GB,Mobile,10998,27,296946,86,5
2024-02-23,M107,Neo 7 Pro,iQOO,256GB,Mobile,14677,25,366925,93,5
2024-02-23,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,19358,7,135506,78,10
2024-02-23,M109,Nord 3 5G,OnePlus,256GB,Mobile,23139,15,347085,113,10
2024-02-23,M110,G73 5G,Motorola,128GB,Mobile,14562,3,43686,39,5
2024-02-23,M111,Edge 40 Neo,Motorola,128GB,Mobile,19663,17,334271,70,0
2024-02-23,M112,T2 5G,Vivo,128GB,Mobile,13431,11,147741,73,0
2024-02-23,M113,Y27,Vivo,64GB,Mobile,22303,5,111515,123,0
2024-02-23,M114,A78,Oppo,128GB,Mobile,27925,39,1089075,73,0
2024-02-23,M115,Reno8 T,Oppo,128GB,Mobile,23236,28,650608,33,10
2024-02-23,M116,X5 Pro,Poco,256GB,Mobile,13865,28,388220,143,10
2024-02-23,M117,M6 Pro,Poco,128GB,Mobile,15147,22,333234,42,0
2024-02-23,M118,Zero 5G 2023,Infinix,128GB,Mobile,16735,36,602460,82,0
2024-02-23,M119,Spark 10,Tecno,64GB,Mobile,26313,19,499947,114,5
2024-02-24,M100,Galaxy M14,Samsung,64GB,Mobile,19745,4,78980,42,0
2024-02-24,M101,Galaxy A15,Samsung,128GB,Mobile,20586,32,658752,100,10
2024-02-24,M102,Note 12,Redmi,128GB,Mobile,15032,1,15032,76,0
2024-02-24,M103,12C,Redmi,64GB,Mobile,24011,39,936429,67,0
2024-02-24,M104,Narzo 60,Realme,128GB,Mobile,25739,2,51478,42,0
2024-02-24,M105,C55,Realme,64GB,Mobile,16781,19,318839,111,0
2024-02-24,M106,Z7 5G,iQOO,128GB,Mobile,12049,8,96392,138,5
2024-02-24,M107,Neo 7 Pro,iQOO,256GB,Mobile,19098,32,611136,90,5
2024-02-24,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,18683,35,653905,112,0
2024-02-24,M109,Nord 3 5G,OnePlus,256GB,Mobile,22698,25,567450,77,0
2024-02-24,M110,G73 5G,Motorola,128GB,Mobile,22104,3,66312,87,0
2024-02-24,M111,Edge 40 Neo,Motorola,128GB,Mobile,17695,17,300815,89,5
2024-02-24,M112,T2 5G,Vivo,128GB,Mobile,16542,4,66168,102,5
2024-02-24,M113,Y27,Vivo,64GB,Mobile,13456,7,94192,115,10
2024-02-24,M114,A78,Oppo,128GB,Mobile,11527,35,403445,74,10
2024-02-24,M115,Reno8 T,Oppo,128GB,Mobile,21208,36,763488,59,10
2024-02-24,M116,X5 Pro,Poco,256GB,Mobile,11398,34,387532,134,5
2024-02-24,M117,M6 Pro,Poco,128GB,Mobile,21345,31,661695,117,10
2024-02-24,M118,Zero 5G 2023,Infinix,128GB,Mobile,28766,20,575320,90,0
2024-02-24,M119,Spark 10,Tecno,64GB,Mobile,11957,3,35871,145,5
2024-02-25,M100,Galaxy M14,Samsung,64GB,Mobile,23806,34,809404,145,10
2024-02-25,M101,Galaxy A15,Samsung,128GB,Mobile,25853,10,258530,109,10
2024-02-25,M102,Note 12,Redmi,128GB,Mobile,13243,11,145673,52,5
2024-02-25,M103,12C,Redmi,64GB,Mobile,16943,3,50829,46,0
2024-02-25,M104,Narzo 60,Realme,128GB,Mobile,23873,28,668444,117,0
2024-02-25,M105,C55,Realme,64GB,Mobile,14954,39,583206,48,10
2024-02-25,M106,Z7 5G,iQOO,128GB,Mobile,17527,5,87635,146,5
2024-02-25,M107,Neo 7 Pro,iQOO,256GB,Mobile,12208,26,317408,101,5
2024-02-25,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,26684,18,480312,139,5
2024-02-25,M109,Nord 3 5G,OnePlus,256GB,Mobile,25677,1,25677,147,5
2024-02-25,M110,G73 5G,Motorola,128GB,Mobile,26327,27,710829,130,10
2024-02-25,M111,Edge 40 Neo,Motorola,128GB,Mobile,13002,10,130020,49,5
2024-02-25,M112,T2 5G,Vivo,128GB,Mobile,25709,7,179963,104,10
2024-02-25,M113,Y27,Vivo,64GB,Mobile,12114,7,84798,129,10
2024-02-25,M114,A78,Oppo,128GB,Mobile,17436,23,401028,142,10
2024-02-25,M115,Reno8 T,Oppo,128GB,Mobile,22290,32,713280,79,5
2024-02-25,M116,X5 Pro,Poco,256GB,Mobile,25869,3,77607,90,10
2024-02-25,M117,M6 Pro,Poco,128GB,Mobile,14859,10,148590,81,5
2024-02-25,M118,Zero 5G 2023,Infinix,128GB,Mobile,26949,26,700674,118,10
2024-02-25,M119,Spark 10,Tecno,64GB,Mobile,10706,22,235532,143,5
2024-02-26,M100,Galaxy M14,Samsung,64GB,Mobile,17784,31,551304,125,0
2024-02-26,M101,Galaxy A15,Samsung,128GB,Mobile,17860,22,392920,32,5
2024-02-26,M102,Note 12,Redmi,128GB,Mobile,18933,32,605856,65,5
2024-02-26,M103,12C,Redmi,64GB,Mobile,13218,20,264360,47,0
2024-02-26,M104,Narzo 60,Realme,128GB,Mobile,23293,27,628911,64,5
2024-02-26,M105,C55,Realme,64GB,Mobile,26840,13,348920,41,10
2024-02-26,M106,Z7 5G,iQOO,128GB,Mobile,24474,27,660798,146,0
2024-02-26,M107,Neo 7 Pro,iQOO,256GB,Mobile,23286,24,558864,141,10
2024-02-26,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,10656,11,117216,131,10
2024-02-26,M109,Nord 3 5G,OnePlus,256GB,Mobile,11542,33,380886,120,5
2024-02-26,M110,G73 5G,Motorola,128GB,Mobile,23218,34,789412,129,0
2024-02-26,M111,Edge 40 Neo,Motorola,128GB,Mobile,28634,13,372242,52,0
2024-02-26,M112,T2 5G,Vivo,128GB,Mobile,16577,3,49731,61,0
2024-02-26,M113,Y27,Vivo,64GB,Mobile,24956,24,598944,147,0
2024-02-26,M114,A78,Oppo,128GB,Mobile,15697,30,470910,77,5
2024-02-26,M115,Reno8 T,Oppo,128GB,Mobile,25223,8,201784,111,5
2024-02-26,M116,X5 Pro,Poco,256GB,Mobile,11001,32,352032,77,0
2024-02-26,M117,M6 Pro,Poco,128GB,Mobile,27991,31,867721,52,5
2024-02-26,M118,Zero 5G 2023,Infinix,128GB,Mobile,26307,23,605061,74,10
2024-02-26,M119,Spark 10,Tecno,64GB,Mobile,14590,6,87540,125,5
2024-02-27,M100,Galaxy M14,Samsung,64GB,Mobile,19341,4,77364,79,0
2024-02-27,M101,Galaxy A15,Samsung,128GB,Mobile,13804,14,193256,129,10
2024-02-27,M102,Note 12,Redmi,128GB,Mobile,15527,14,217378,58,10
2024-02-27,M103,12C,Redmi,64GB,Mobile,16935,33,558855,82,10
2024-02-27,M104,Narzo 60,Realme,128GB,Mobile,9591,16,153456,31,10
2024-02-27,M105,C55,Realme,64GB,Mobile,12901,39,503139,52,10
2024-02-27,M106,Z7 5G,iQOO,128GB,Mobile,10277,39,400803,62,0
2024-02-27,M107,Neo 7 Pro,iQOO,256GB,Mobile,18008,18,324144,120,10
2024-02-27,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,22692,23,521916,139,5
2024-02-27,M109,Nord 3 5G,OnePlus,256GB,Mobile,23788,30,713640,57,5
2024-02-27,M110,G73 5G,Motorola,128GB,Mobile,17910,40,716400,96,10
2024-02-27,M111,Edge 40 Neo,Motorola,128GB,Mobile,20711,1,20711,43,10
2024-02-27,M112,T2 5G,Vivo,128GB,Mobile,24084,24,578016,137,10
2024-02-27,M113,Y27,Vivo,64GB,Mobile,25557,39,996723,106,10
2024-02-27,M114,A78,Oppo,128GB,Mobile,18298,7,128086,117,5
2024-02-27,M115,Reno8 T,Oppo,128GB,Mobile,25785,18,464130,73,0
2024-02-27,M116,X5 Pro,Poco,256GB,Mobile,19621,20,392420,63,5
2024-02-27,M117,M6 Pro,Poco,128GB,Mobile,16172,16,258752,96,0
2024-02-27,M118,Zero 5G 2023,Infinix,128GB,Mobile,10674,21,224154,81,10
2024-02-27,M119,Spark 10,Tecno,64GB,Mobile,13126,32,420032,33,10
2024-02-28,M100,Galaxy M14,Samsung,64GB,Mobile,18701,27,504927,146,5
2024-02-28,M101,Galaxy A15,Samsung,128GB,Mobile,22094,3,66282,124,5
2024-02-28,M102,Note 12,Redmi,128GB,Mobile,26193,13,340509,103,10
2024-02-28,M103,12C,Redmi,64GB,Mobile,19119,15,286785,121,10
2024-02-28,M104,Narzo 60,Realme,128GB,Mobile,24766,31,767746,130,10
2024-02-28,M105,C55,Realme,64GB,Mobile,19572,11,215292,68,10
2024-02-28,M106,Z7 5G,iQOO,128GB,Mobile,28292,7,198044,67,0
2024-02-28,M107,Neo 7 Pro,iQOO,256GB,Mobile,25426,17,432242,124,0
2024-02-28,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,28318,22,622996,117,0
2024-02-28,M109,Nord 3 5G,OnePlus,256GB,Mobile,12926,15,193890,75,0
2024-02-28,M110,G73 5G,Motorola,128GB,Mobile,19058,22,419276,130,5
2024-02-28,M111,Edge 40 Neo,Motorola,128GB,Mobile,21070,19,400330,104,5
2024-02-28,M112,T2 5G,Vivo,128GB,Mobile,25196,4,100784,90,0
2024-02-28,M113,Y27,Vivo,64GB,Mobile,26209,40,1048360,150,10
2024-02-28,M114,A78,Oppo,128GB,Mobile,11716,13,152308,143,5
2024-02-28,M115,Reno8 T,Oppo,128GB,Mobile,26399,25,659975,141,0
2024-02-28,M116,X5 Pro,Poco,256GB,Mobile,25992,4,103968,82,5
2024-02-28,M117,M6 Pro,Poco,128GB,Mobile,14940,22,328680,55,0
2024-02-28,M118,Zero 5G 2023,Infinix,128GB,Mobile,21067,30,632010,144,10
2024-02-28,M119,Spark 10,Tecno,64GB,Mobile,13958,12,167496,140,5
2024-02-29,M100,Galaxy M14,Samsung,64GB,Mobile,12015,12,144180,72,5
2024-02-29,M101,Galaxy A15,Samsung,128GB,Mobile,18242,1,18242,37,10
2024-02-29,M102,Note 12,Redmi,128GB,Mobile,23571,11,259281,56,5
2024-02-29,M103,12C,Redmi,64GB,Mobile,28883,6,173298,92,0
2024-02-29,M104,Narzo 60,Realme,128GB,Mobile,12816,28,358848,85,10
2024-02-29,M105,C55,Realme,64GB,Mobile,22057,25,551425,91,5
2024-02-29,M106,Z7 5G,iQOO,128GB,Mobile,10152,13,131976,98,0
2024-02-29,M107,Neo 7 Pro,iQOO,256GB,Mobile,22225,21,466725,144,0
2024-02-29,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,27400,1,27400,32,0
2024-02-29,M109,Nord 3 5G,OnePlus,256GB,Mobile,18153,23,417519,118,0
2024-02-29,M110,G73 5G,Motorola,128GB,Mobile,20226,25,505650,43,0
2024-02-29,M111,Edge 40 Neo,Motorola,128GB,Mobile,23843,11,262273,69,10
2024-02-29,M112,T2 5G,Vivo,128GB,Mobile,12139,19,230641,68,0
2024-02-29,M113,Y27,Vivo,64GB,Mobile,22445,39,875355,96,10
2024-02-29,M114,A78,Oppo,128GB,Mobile,25815,9,232335,85,5
2024-02-29,M115,Reno8 T,Oppo,128GB,Mobile,20168,13,262184,75,5
2024-02-29,M116,X5 Pro,Poco,256GB,Mobile,14631,15,219465,32,5
2024-02-29,M117,M6 Pro,Poco,128GB,Mobile,15615,14,218610,46,10
2024-02-29,M118,Zero 5G 2023,Infinix,128GB,Mobile,9646,11,106106,94,10
2024-02-29,M119,Spark 10,Tecno,64GB,Mobile,13333,3,39999,121,5
2024-03-01,M100,Galaxy M14,Samsung,64GB,Mobile,20064,35,702240,62,10
2024-03-01,M101,Galaxy A15,Samsung,128GB,Mobile,10432,7,73024,36,10
2024-03-01,M102,Note 12,Redmi,128GB,Mobile,10646,8,85168,118,0
2024-03-01,M103,12C,Redmi,64GB,Mobile,22473,8,179784,78,5
2024-03-01,M104,Narzo 60,Realme,128GB,Mobile,26536,10,265360,90,5
2024-03-01,M105,C55,Realme,64GB,Mobile,15059,1,15059,117,10
2024-03-01,M106,Z7 5G,iQOO,128GB,Mobile,18872,7,132104,114,5
2024-03-01,M107,Neo 7 Pro,iQOO,256GB,Mobile,25696,39,1002144,109,5
2024-03-01,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,13769,7,96383,136,5
2024-03-01,M109,Nord 3 5G,OnePlus,256GB,Mobile,24086,8,192688,109,10
2024-03-01,M110,G73 5G,Motorola,128GB,Mobile,19263,7,134841,130,0
2024-03-01,M111,Edge 40 Neo,Motorola,128GB,Mobile,26309,13,342017,107,0
2024-03-01,M112,T2 5G,Vivo,128GB,Mobile,16755,23,385365,55,10
2024-03-01,M113,Y27,Vivo,64GB,Mobile,22254,3,66762,50,5
2024-03-01,M114,A78,Oppo,128GB,Mobile,26562,14,371868,146,5
2024-03-01,M115,Reno8 T,Oppo,128GB,Mobile,24462,1,24462,60,5
2024-03-01,M116,X5 Pro,Poco,256GB,Mobile,9375,8,75000,41,10
2024-03-01,M117,M6 Pro,Poco,128GB,Mobile,25931,10,259310,93,10
2024-03-01,M118,Zero 5G 2023,Infinix,128GB,Mobile,11655,7,81585,39,10
2024-03-01,M119,Spark 10,Tecno,64GB,Mobile,16546,30,496380,59,10
2024-03-02,M100,Galaxy M14,Samsung,64GB,Mobile,18715,4,74860,89,5
2024-03-02,M101,Galaxy A15,Samsung,128GB,Mobile,13270,3,39810,141,0
2024-03-02,M102,Note 12,Redmi,128GB,Mobile,18544,21,389424,132,5
2024-03-02,M103,12C,Redmi,64GB,Mobile,21563,7,150941,44,10
2024-03-02,M104,Narzo 60,Realme,128GB,Mobile,11503,9,103527,139,0
2024-03-02,M105,C55,Realme,64GB,Mobile,14807,29,429403,75,5
2024-03-02,M106,Z7 5G,iQOO,128GB,Mobile,16911,24,405864,41,10
2024-03-02,M107,Neo 7 Pro,iQOO,256GB,Mobile,21230,26,551980,44,0
2024-03-02,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,21959,25,548975,64,5
2024-03-02,M109,Nord 3 5G,OnePlus,256GB,Mobile,24387,11,268257,113,5
2024-03-02,M110,G73 5G,Motorola,128GB,Mobile,13704,4,54816,119,0
2024-03-02,M111,Edge 40 Neo,Motorola,128GB,Mobile,15223,38,578474,83,0
2024-03-02,M112,T2 5G,Vivo,128GB,Mobile,23234,29,673786,116,10
2024-03-02,M113,Y27,Vivo,64GB,Mobile,14345,23,329935,78,10
2024-03-02,M114,A78,Oppo,128GB,Mobile,9849,9,88641,142,10
2024-03-02,M115,Reno8 T,Oppo,128GB,Mobile,24537,27,662499,44,5
2024-03-02,M116,X5 Pro,Poco,256GB,Mobile,24440,17,415480,38,0
2024-03-02,M117,M6 Pro,Poco,128GB,Mobile,20296,34,690064,120,0
2024-03-02,M118,Zero 5G 2023,Infinix,128GB,Mobile,26005,15,390075,102,10
2024-03-02,M119,Spark 10,Tecno,64GB,Mobile,18976,40,759040,96,10
2024-03-03,M100,Galaxy M14,Samsung,64GB,Mobile,12464,16,199424,114,5
2024-03-03,M101,Galaxy A15,Samsung,128GB,Mobile,24501,25,612525,114,5
2024-03-03,M102,Note 12,Redmi,128GB,Mobile,13383,40,535320,144,10
2024-03-03,M103,12C,Redmi,64GB,Mobile,11788,11,129668,112,0
2024-03-03,M104,Narzo 60,Realme,128GB,Mobile,25237,32,807584,139,5
2024-03-03,M105,C55,Realme,64GB,Mobile,15419,32,493408,126,0
2024-03-03,M106,Z7 5G,iQOO,128GB,Mobile,20506,18,369108,72,0
2024-03-03,M107,Neo 7 Pro,iQOO,256GB,Mobile,10484,36,377424,58,10
2024-03-03,M108,Nord CE 3 Lite,OnePlus,128GB,Mobile,21286,16,340576,134,5
2024-03-03,M109,Nord 3 5G,OnePlus,256GB,Mobile,11953,37,442261,86,5
2024-03-03,M110,G73 5G,Motorola,128GB,Mobile,24683,32,789856,139,0
2024-03-03,M111,Edge 40 Neo,Motorola,128GB,Mobile,23416,32,749312,45,5
