date,product_id,views,clicks,add_to_cart,purchases,bounce_rate
2024-03-06,M108,337,126,96,21,30.6
2024-03-06,M109,1035,171,104,40,39.79
2024-03-06,M110,391,96,36,37,32.25
2024-03-06,M111,630,68,49,21,71.72
2024-03-06,M112,507,193,119,34,74.21
2024-03-06,M113,805,286,216,27,79.32
2024-03-06,M114,137,30,21,6,70.61
2024-03-06,M115,144,29,23,14,45.62
2024-03-06,M116,499,157,67,19,39.61
2024-03-06,M117,640,217,67,31,70.37
2024-03-06,M118,100,22,9,4,22.69
2024-03-06,M119,868,149,99,40,51.38
2024-03-07,M100,212,25,15,21,36.44
2024-03-07,M101,451,175,93,17,32.74
2024-03-07,M102,37,7,5,2,58.7
2024-03-07,M103,716,203,95,33,45.78
2024-03-07,M104,491,186,115,19,54.76
2024-03-07,M105,118,12,8,6,62.05
2024-03-07,M106,818,260,57,35,72.33
2024-03-07,M107,105,13,3,5,70.78
2024-03-07,M108,365,46,11,14,21.58
2024-03-07,M109,570,191,71,35,67.77
2024-03-07,M110,141,42,11,5,40.2
2024-03-07,M111,465,137,80,22,45.93
2024-03-07,M112,81,8,6,4,40.32
2024-03-07,M113,119,43,21,5,76.62
2024-03-07,M114,219,70,45,17,59.73
2024-03-07,M115,527,196,152,26,63.39
2024-03-07,M116,342,60,30,25,61.66
2024-03-07,M117,398,117,78,21,54.53
2024-03-07,M118,50,5,3,3,39.45
2024-03-07,M119,347,116,65,33,66.89
2024-03-08,M100,409,149,119,20,54.6
2024-03-08,M101,524,176,78,29,38.65
2024-03-08,M102,28,6,2,2,67.72
2024-03-08,M103,372,46,24,15,69.89
2024-03-08,M104,899,174,76,35,68.09
2024-03-08,M105,263,64,14,20,70.67
2024-03-08,M106,698,83,59,36,71.56
2024-03-08,M107,27,7,4,1,45.67
2024-03-08,M108,526,148,67,35,50.85
2024-03-08,M109,176,57,37,14,65.64
2024-03-08,M110,585,190,120,33,37.25
2024-03-08,M111,275,79,50,15,72.09
2024-03-08,M112,291,78,27,12,39.38
2024-03-08,M113,719,127,27,36,63.21
2024-03-08,M114,60,6,1,5,71.01
2024-03-08,M115,242,80,51,17,54.69
2024-03-08,M116,995,269,74,38,78.01
2024-03-08,M117,246,50,10,9,65.55
2024-03-08,M118,1058,362,166,40,28.85
2024-03-08,M119,821,199,83,32,51.45
2024-03-09,M100,588,179,41,20,73.49
2024-03-09,M101,766,159,84,37,28.8
2024-03-09,M102,159,62,39,11,32.94
2024-03-09,M103,305,117,59,15,32.68
2024-03-09,M104,544,120,75,24,50.52
2024-03-09,M105,526,148,60,22,33.96
2024-03-09,M106,505,68,22,23,31.77
2024-03-09,M107,164,44,29,7,45.3
2024-03-09,M108,121,15,10,6,72.97
2024-03-09,M109,477,161,70,35,36.8
2024-03-09,M110,95,23,11,5,73.17
2024-03-09,M111,507,155,48,33,43.29
2024-03-09,M112,661,179,103,26,38.79
2024-03-09,M113,32,11,6,3,74.1
2024-03-09,M114,917,341,194,35,35.9
2024-03-09,M115,226,69,52,10,36.36
2024-03-09,M116,673,233,107,38,76.46
2024-03-09,M117,844,266,138,33,28.3
2024-03-09,M118,421,150,54,24,46.77
2024-03-09,M119,395,139,59,16,72.69
2024-03-10,M100,318,127,55,29,48.57
2024-03-10,M101,846,191,109,37,48.52
2024-03-10,M102,335,66,22,31,21.35
2024-03-10,M103,811,188,96,32,41.28
2024-03-10,M104,397,115,79,24,41.04
2024-03-10,M105,292,40,10,14,39.03
2024-03-10,M106,792,275,108,31,59.1
2024-03-10,M107,316,38,26,21,55.3
2024-03-10,M108,196,60,14,18,54.26
2024-03-10,M109,654,254,58,37,67.78
2024-03-10,M110,440,145,74,25,63.56
2024-03-10,M111,69,13,6,5,63.34
2024-03-10,M112,325,63,45,15,78.99
2024-03-10,M113,639,148,112,23,59.43
2024-03-10,M114,764,138,70,39,77.23
2024-03-10,M115,141,22,10,9,45.79
2024-03-10,M116,54,5,1,5,35.61
2024-03-10,M117,154,51,33,14,24.72
2024-03-10,M118,270,58,30,24,55.09
2024-03-10,M119,172,43,10,8,24.72
2024-03-11,M100,572,210,106,22,54.06
2024-03-11,M101,718,284,136,31,79.62
2024-03-11,M102,132,48,12,11,60.97
2024-03-11,M103,50,11,7,3,77.7
2024-03-11,M104,311,66,38,11,45.58
2024-03-11,M105,49,13,9,3,46.92
2024-03-11,M106,133,45,29,11,65.85
2024-03-11,M107,678,197,101,26,60.14
2024-03-11,M108,37,14,9,2,63.98
2024-03-11,M109,711,173,119,29,59.05
2024-03-11,M110,702,210,155,31,28.84
2024-03-11,M111,286,75,60,27,27.99
2024-03-11,M112,793,166,109,38,55.17
2024-03-11,M113,347,101,61,33,57.13
2024-03-11,M114,361,127,46,22,62.08
2024-03-11,M115,138,27,5,5,63.8
2024-03-11,M116,237,46,24,9,45.37
2024-03-11,M117,632,67,33,34,36.69
2024-03-11,M118,223,52,37,10,30.48
2024-03-11,M119,469,63,28,31,23.29
2024-03-12,M100,418,68,18,35,51.92
2024-03-12,M101,695,77,34,31,49.07
2024-03-12,M102,24,5,2,1,53.11
2024-03-12,M103,669,89,33,24,47.23
2024-03-12,M104,792,165,54,28,35.67
2024-03-12,M105,403,150,68,25,69.66
2024-03-12,M106,372,61,32,37,56.34
2024-03-12,M107,314,44,8,17,75.8
2024-03-12,M108,155,58,21,6,74.98
2024-03-12,M109,581,187,98,35,58.71
2024-03-12,M110,21,2,1,1,44.82
2024-03-12,M111,207,50,19,8,25.73
2024-03-12,M112,186,31,17,14,24.58
2024-03-12,M113,118,11,3,7,41.32
2024-03-12,M114,762,126,59,38,74.04
2024-03-12,M115,778,274,135,35,52.07
2024-03-12,M116,480,137,53,40,77.05
2024-03-12,M117,409,139,95,14,41.88
2024-03-12,M118,531,83,47,36,53.02
2024-03-12,M119,695,156,110,36,68.4
2024-03-13,M100,229,88,36,20,62.35
2024-03-13,M101,337,54,34,26,39.82
2024-03-13,M102,415,148,43,15,42.61
2024-03-13,M103,158,63,23,7,32.91
2024-03-13,M104,325,44,26,22,33.22
2024-03-13,M105,108,15,11,4,73.49
2024-03-13,M106,11,1,0,1,77.63
2024-03-13,M107,456,111,71,39,31.34
2024-03-13,M108,235,45,18,17,74.88
2024-03-13,M109,495,143,101,39,47.8
2024-03-13,M110,507,63,49,26,64.13
2024-03-13,M111,494,93,22,39,50.9
2024-03-13,M112,478,167,57,32,37.71
2024-03-13,M113,429,117,74,34,25.29
2024-03-13,M114,585,79,36,33,72.96
2024-03-13,M115,764,168,58,40,70.94
2024-03-13,M116,272,68,27,24,22.34
2024-03-13,M117,67,15,7,6,20.62
2024-03-13,M118,711,207,52,26,60.3
2024-03-13,M119,362,42,27,26,79.99
2024-03-14,M100,23,7,5,1,52.94
2024-03-14,M101,529,132,66,19,47.4
2024-03-14,M102,609,241,158,23,34.24
2024-03-14,M103,286,69,32,13,27.18
2024-03-14,M104,27,4,0,1,28.48
2024-03-14,M105,958,231,133,33,29.16
2024-03-14,M106,756,153,117,33,24.92
2024-03-14,M107,962,148,31,33,45.16
2024-03-14,M108,477,144,110,37,42.83
2024-03-14,M109,565,79,16,25,23.53
2024-03-14,M110,429,75,25,16,59.85
2024-03-14,M111,437,74,39,30,52.13
2024-03-14,M112,186,70,46,8,75.5
2024-03-14,M113,227,32,21,15,41.35
2024-03-14,M114,556,157,52,23,59.02
2024-03-14,M115,425,139,45,23,21.83
2024-03-14,M116,84,28,13,6,49.79
2024-03-14,M117,629,243,70,22,64.75
2024-03-14,M118,122,34,24,12,33.82
2024-03-14,M119,320,95,27,14,65.6
2024-03-15,M100,363,42,30,13,32.07
2024-03-15,M101,234,26,6,16,77.61
2024-03-15,M102,387,154,64,15,53.53
2024-03-15,M103,1030,355,259,40,27.73
2024-03-15,M104,118,46,23,7,76.36
2024-03-15,M105,468,135,38,32,37.71
2024-03-15,M106,500,61,33,31,60.61
2024-03-15,M107,844,310,226,32,21.38
2024-03-15,M108,358,53,35,12,20.96
2024-03-15,M109,344,39,16,15,53.15
2024-03-15,M110,517,97,35,34,20.77
2024-03-15,M111,717,147,90,35,35.81
2024-03-15,M112,668,243,135,26,22.5
2024-03-15,M113,933,104,52,34,72.24
2024-03-15,M114,30,11,7,1,55.07
2024-03-15,M115,419,96,44,25,77.78
2024-03-15,M116,372,63,14,24,25.63
2024-03-15,M117,369,78,55,17,70.46
2024-03-15,M118,841,290,92,40,33.23
2024-03-15,M119,892,340,203,32,50.52
2024-03-16,M100,501,163,125,24,72.8
2024-03-16,M101,645,172,123,29,78.95
2024-03-16,M102,998,220,62,37,32.36
2024-03-16,M103,517,64,38,18,58.83
2024-03-16,M104,703,105,23,25,73.08
2024-03-16,M105,125,24,16,10,20.55
2024-03-16,M106,556,178,141,27,55.35
2024-03-16,M107,797,310,82,34,65.22
2024-03-16,M108,950,102,33,32,50.54
2024-03-16,M109,582,142,43,37,65.6
2024-03-16,M110,296,61,45,11,55.21
2024-03-16,M111,335,126,56,17,53.61
2024-03-16,M112,586,136,36,29,55.35
2024-03-16,M113,625,93,34,24,47.58
2024-03-16,M114,458,57,34,17,34.0
2024-03-16,M115,192,27,12,8,55.31
2024-03-16,M116,177,64,38,13,48.45
2024-03-16,M117,1004,128,97,35,39.88
2024-03-16,M118,323,48,30,21,63.81
2024-03-16,M119,795,81,51,29,35.35
2024-03-17,M100,451,177,86,19,68.88
2024-03-17,M101,245,76,36,11,42.8
2024-03-17,M102,1076,183,111,40,73.46
2024-03-17,M103,97,33,23,5,59.81
2024-03-17,M104,231,90,28,15,63.01
2024-03-17,M105,190,67,20,19,51.62
2024-03-17,M106,417,72,37,26,32.58
2024-03-17,M107,463,176,100,24,40.57
2024-03-17,M108,575,165,95,27,74.4
2024-03-17,M109,60,21,12,2,21.11
2024-03-17,M110,374,72,34,17,68.1
2024-03-17,M111,484,170,68,26,64.04
2024-03-17,M112,898,255,198,31,48.5
2024-03-17,M113,410,51,17,26,41.44
2024-03-17,M114,272,37,22,17,39.34
2024-03-17,M115,426,126,45,25,75.43
2024-03-17,M116,548,213,167,19,36.47
2024-03-17,M117,207,81,33,9,25.22
2024-03-17,M118,73,9,6,3,58.17
2024-03-17,M119,849,281,96,31,45.71
2024-03-18,M100,345,131,41,18,70.34
2024-03-18,M101,1017,161,110,35,57.13
2024-03-18,M102,734,138,69,30,33.44
2024-03-18,M103,977,305,152,35,67.23
2024-03-18,M104,423,133,81,35,38.64
2024-03-18,M105,257,76,43,20,51.76
2024-03-18,M106,209,50,39,10,63.36
2024-03-18,M107,195,55,24,17,41.06
2024-03-18,M108,826,291,105,31,23.66
2024-03-18,M109,432,144,52,32,70.23
2024-03-18,M110,293,70,50,25,48.52
2024-03-18,M111,229,44,16,15,28.68
2024-03-18,M112,273,96,69,13,64.71
2024-03-18,M113,572,226,87,26,48.78
2024-03-18,M114,460,58,44,25,65.98
2024-03-18,M115,115,14,3,6,68.27
2024-03-18,M116,858,102,37,34,20.49
2024-03-18,M117,558,105,59,35,53.21
2024-03-18,M118,59,15,6,5,46.32
2024-03-18,M119,141,37,23,8,43.95
2024-03-19,M100,428,68,35,18,39.58
2024-03-19,M101,37,9,1,2,40.7
2024-03-19,M102,57,9,4,2,22.45
2024-03-19,M103,403,102,74,18,36.04
2024-03-19,M104,22,7,2,1,49.75
2024-03-19,M105,11,3,2,1,32.37
2024-03-19,M106,576,216,59,27,26.43
2024-03-19,M107,456,180,141,30,78.89
2024-03-19,M108,204,48,32,10,57.59
2024-03-19,M109,417,143,92,26,41.87
2024-03-19,M110,130,23,5,12,72.77
2024-03-19,M111,736,164,73,25,63.36
2024-03-19,M112,271,98,34,16,71.65
2024-03-19,M113,73,22,11,3,40.41
2024-03-19,M114,151,50,14,7,25.36
2024-03-19,M115,472,145,52,31,45.01
2024-03-19,M116,321,109,68,21,43.86
2024-03-19,M117,71,23,8,3,37.31
2024-03-19,M118,372,37,21,17,53.67
2024-03-19,M119,141,44,34,13,40.6
2024-03-20,M100,191,57,43,14,23.88
2024-03-20,M101,774,172,81,28,24.11
2024-03-20,M102,473,117,61,18,25.76
2024-03-20,M103,317,108,42,16,40.34
2024-03-20,M104,412,95,36,31,57.19
2024-03-20,M105,82,24,11,6,51.04
2024-03-20,M106,142,35,28,6,54.22
2024-03-20,M107,74,21,11,4,46.06
2024-03-20,M108,738,272,135,35,54.94
2024-03-20,M109,168,46,9,15,41.7
2024-03-20,M110,385,130,104,23,35.8
2024-03-20,M111,33,13,6,2,33.36
2024-03-20,M112,200,54,40,9,59.43
2024-03-20,M113,394,82,42,29,68.04
2024-03-20,M114,498,85,63,32,20.16
2024-03-20,M115,946,230,59,35,49.21
2024-03-20,M116,546,130,40,30,40.75
2024-03-20,M117,728,223,162,36,48.0
2024-03-20,M118,113,14,3,10,27.38
2024-03-20,M119,340,116,55,17,47.74
2024-03-21,M100,17,3,2,1,77.66
2024-03-21,M101,181,60,16,12,69.12
2024-03-21,M102,577,124,92,24,49.03
2024-03-21,M103,72,18,8,5,48.1
2024-03-21,M104,852,257,153,34,35.27
2024-03-21,M105,628,149,63,40,58.89
2024-03-21,M106,584,220,168,21,38.54
2024-03-21,M107,100,27,15,5,72.53
2024-03-21,M108,53,19,6,3,57.17
2024-03-21,M109,290,48,16,13,71.64
2024-03-21,M110,524,145,76,25,40.97
2024-03-21,M111,398,145,115,38,64.99
2024-03-21,M112,326,94,65,15,55.87
2024-03-21,M113,25,7,5,1,25.86
2024-03-21,M114,112,36,8,6,29.32
2024-03-21,M115,699,204,138,24,74.54
2024-03-21,M116,390,138,51,27,44.63
2024-03-21,M117,302,57,30,18,46.64
2024-03-21,M118,88,8,4,5,26.11
2024-03-21,M119,345,137,102,14,79.83
2024-03-22,M100,377,118,35,15,35.27
2024-03-22,M101,382,123,86,13,63.22
2024-03-22,M102,1080,233,120,37,27.47
2024-03-22,M103,717,253,131,36,54.31
2024-03-22,M104,412,107,48,37,49.96
2024-03-22,M105,570,152,121,28,65.99
2024-03-22,M106,129,19,10,12,21.52
2024-03-22,M107,531,152,42,22,21.16
2024-03-22,M108,761,165,111,29,60.67
2024-03-22,M109,547,64,18,21,46.3
2024-03-22,M110,316,80,45,28,54.37
2024-03-22,M111,1031,241,56,37,49.33
2024-03-22,M112,802,259,203,36,30.69
2024-03-22,M113,831,163,72,29,60.79
2024-03-22,M114,55,9,1,3,64.96
2024-03-22,M115,183,55,26,9,59.87
2024-03-22,M116,449,152,86,15,44.11
2024-03-22,M117,307,75,27,18,67.44
2024-03-22,M118,868,208,88,37,72.75
2024-03-22,M119,80,19,14,3,51.63
2024-03-23,M100,194,21,11,9,23.47
2024-03-23,M101,511,85,51,38,52.3
2024-03-23,M102,338,132,36,20,78.02
2024-03-23,M103,606,148,42,37,65.2
2024-03-23,M104,523,53,14,21,36.33
2024-03-23,M105,418,118,82,37,74.65
2024-03-23,M106,358,56,42,20,58.12
2024-03-23,M107,999,215,153,37,44.31
2024-03-23,M108,68,16,10,4,62.74
2024-03-23,M109,703,183,134,28,69.21
2024-03-23,M110,182,62,29,15,51.21
2024-03-23,M111,261,51,32,25,66.06
2024-03-23,M112,87,29,5,3,59.85
2024-03-23,M113,216,50,35,10,41.85
2024-03-23,M114,373,144,74,15,53.64
2024-03-23,M115,417,90,70,26,21.51
2024-03-23,M116,508,137,50,33,76.92
2024-03-23,M117,532,159,61,19,73.82
2024-03-23,M118,461,113,30,22,28.49
2024-03-23,M119,104,34,19,4,76.34
2024-03-24,M100,73,9,7,6,27.58
2024-03-24,M101,122,24,9,9,24.53
2024-03-24,M102,215,62,22,13,68.31
2024-03-24,M103,454,72,51,37,49.35
2024-03-24,M104,997,378,220,34,68.36
2024-03-24,M105,255,67,52,18,71.91
2024-03-24,M106,773,271,135,37,47.09
2024-03-24,M107,540,215,112,27,42.65
2024-03-24,M108,320,121,51,13,30.85
2024-03-24,M109,40,8,3,2,75.47
2024-03-24,M110,512,184,48,40,67.84
2024-03-24,M111,835,253,137,29,25.12
2024-03-24,M112,435,158,55,24,50.67
2024-03-24,M113,62,16,5,6,23.48
2024-03-24,M114,442,69,50,16,32.98
2024-03-24,M115,324,124,78,11,50.78
2024-03-24,M116,412,109,56,31,71.72
2024-03-24,M117,432,109,69,35,60.25
2024-03-24,M118,509,57,15,34,35.66
2024-03-24,M119,934,217,93,40,34.58
2024-03-25,M100,1066,136,39,52,26.68
2024-03-25,M101,1577,243,186,67,32.42
2024-03-25,M102,399,40,14,20,20.1
2024-03-25,M103,1526,601,322,54,75.21
2024-03-25,M104,989,345,80,51,63.94
2024-03-25,M105,541,161,116,52,59.9
2024-03-25,M106,1571,212,102,68,66.53
2024-03-25,M107,383,56,34,19,20.16
2024-03-25,M108,851,332,242,42,70.3
2024-03-25,M109,1502,244,72,65,49.94
2024-03-25,M110,231,59,45,21,51.41
2024-03-25,M111,978,299,202,45,22.96
2024-03-25,M112,736,99,51,43,43.4
2024-03-25,M113,938,206,46,35,33.57
2024-03-25,M114,861,284,132,53,59.26
2024-03-25,M115,700,135,105,29,45.76
2024-03-25,M116,1221,177,110,61,56.77
2024-03-25,M117,750,84,36,34,63.08
2024-03-25,M118,590,118,25,24,43.21
2024-03-25,M119,606,205,45,35,77.92
2024-03-26,M100,618,242,172,25,58.71
2024-03-26,M101,267,64,20,15,40.18
2024-03-26,M102,269,40,30,10,77.68
2024-03-26,M103,851,112,37,39,53.14
2024-03-26,M104,185,53,16,9,31.27
2024-03-26,M105,937,165,107,38,43.48
2024-03-26,M106,135,42,16,13,30.51
2024-03-26,M107,680,131,34,34,55.9
2024-03-26,M108,263,76,23,10,66.86
2024-03-26,M109,93,14,8,5,67.75
2024-03-26,M110,115,22,5,8,45.41
2024-03-26,M111,288,31,23,10,62.47
2024-03-26,M112,736,166,68,27,50.86
2024-03-26,M113,252,54,22,18,66.36
2024-03-26,M114,184,52,24,9,65.36
2024-03-26,M115,705,119,33,40,20.26
2024-03-26,M116,770,191,68,40,73.12
2024-03-26,M117,317,41,23,15,38.69
2024-03-26,M118,569,152,103,31,33.06
2024-03-26,M119,1096,285,88,39,21.56
2024-03-27,M100,323,126,35,24,38.26
2024-03-27,M101,400,59,45,31,34.67
2024-03-27,M102,194,55,32,15,42.06
2024-03-27,M103,30,12,9,1,53.98
2024-03-27,M104,136,27,15,13,68.48
2024-03-27,M105,754,100,51,29,75.74
2024-03-27,M106,383,147,91,30,61.96
2024-03-27,M107,42,4,2,3,44.65
2024-03-27,M108,481,62,48,25,38.21
2024-03-27,M109,502,114,70,37,20.29
2024-03-27,M110,35,9,3,3,52.45
2024-03-27,M111,537,214,124,30,32.53
2024-03-27,M112,808,178,106,35,35.53
2024-03-27,M113,637,205,99,25,65.84
2024-03-27,M114,336,91,47,13,71.94
2024-03-27,M115,423,57,11,20,43.27
2024-03-27,M116,509,129,66,28,76.5
2024-03-27,M117,115,40,29,4,58.1
2024-03-27,M118,528,72,54,29,65.75
2024-03-27,M119,140,16,6,8,33.55
2024-03-28,M100,620,210,143,35,45.21
2024-03-28,M101,579,172,76,21,74.74
2024-03-28,M102,811,310,129,30,79.67
2024-03-28,M103,304,44,32,13,20.02
2024-03-28,M104,487,119,91,21,71.53
2024-03-28,M105,230,61,40,8,63.52
2024-03-28,M106,512,80,50,29,25.56
2024-03-28,M107,426,141,30,25,71.39
2024-03-28,M108,682,142,48,25,49.02
2024-03-28,M109,226,68,50,11,63.09
2024-03-28,M110,176,68,43,10,44.81
2024-03-28,M111,55,8,1,4,23.07
2024-03-28,M112,774,177,74,29,72.87
2024-03-28,M113,172,35,28,8,64.59
2024-03-28,M114,414,84,45,20,28.99
2024-03-28,M115,898,322,102,32,29.99
2024-03-28,M116,28,5,3,1,50.41
2024-03-28,M117,277,30,12,14,54.8
2024-03-28,M118,819,147,116,30,42.81
2024-03-28,M119,747,263,158,39,20.68
2024-03-29,M100,804,177,127,36,55.41
2024-03-29,M101,971,190,148,36,77.23
2024-03-29,M102,283,80,20,10,33.11
2024-03-29,M103,38,9,7,3,52.87
2024-03-29,M104,404,119,79,37,72.99
2024-03-29,M105,173,46,23,6,55.77
2024-03-29,M106,239,28,11,12,54.17
2024-03-29,M107,816,117,71,40,33.37
2024-03-29,M108,839,233,93,36,72.76
2024-03-29,M109,834,100,62,38,67.12
2024-03-29,M110,228,78,30,20,79.3
2024-03-29,M111,313,47,26,25,55.82
2024-03-29,M112,536,100,62,36,67.58
2024-03-29,M113,194,53,20,9,37.25
2024-03-29,M114,263,55,23,18,61.06
2024-03-29,M115,587,71,23,34,32.94
2024-03-29,M116,1003,217,107,40,36.8
2024-03-29,M117,363,136,78,34,68.86
2024-03-29,M118,418,147,77,39,53.96
2024-03-29,M119,342,124,53,21,60.8
2024-03-30,M100,402,91,57,40,40.63
2024-03-30,M101,503,98,40,37,46.26
2024-03-30,M102,721,154,47,32,55.93
2024-03-30,M103,492,83,48,40,40.62
2024-03-30,M104,376,128,31,13,21.98
2024-03-30,M105,691,136,59,30,51.86
2024-03-30,M106,312,67,47,14,48.73
2024-03-30,M107,394,70,20,22,26.99
2024-03-30,M108,406,140,29,14,35.36
2024-03-30,M109,375,81,35,19,74.27
2024-03-30,M110,471,48,19,20,34.85
2024-03-30,M111,24,8,3,1,78.24
2024-03-30,M112,406,82,17,22,48.78
2024-03-30,M113,834,223,158,40,52.66
2024-03-30,M114,234,46,10,22,33.72
2024-03-30,M115,914,157,52,31,27.34
2024-03-30,M116,386,99,21,31,74.12
2024-03-30,M117,445,127,96,35,44.08
2024-03-30,M118,694,122,97,27,59.71
2024-03-30,M119,922,333,210,37,51.47
2024-03-31,M100,50,10,6,2,49.82
2024-03-31,M101,643,243,67,22,35.1
2024-03-31,M102,260,65,49,18,41.74
2024-03-31,M103,768,120,38,35,48.43
2024-03-31,M104,591,206,91,25,38.58
2024-03-31,M105,258,79,15,20,34.07
2024-03-31,M106,273,96,54,18,50.39
2024-03-31,M107,401,40,8,16,39.45
2024-03-31,M108,559,65,24,20,51.62
2024-03-31,M109,199,40,29,12,24.76
2024-03-31,M110,90,9,2,3,60.87
2024-03-31,M111,333,43,31,33,73.25
2024-03-31,M112,699,145,75,33,76.83
2024-03-31,M113,378,87,34,31,51.79
2024-03-31,M114,527,87,59,21,71.89
2024-03-31,M115,409,47,36,34,73.28
2024-03-31,M116,55,18,5,3,72.47
2024-03-31,M117,667,232,50,34,66.8
2024-03-31,M118,52,10,5,3,60.86
2024-03-31,M119,884,317,127,30,36.55
2024-04-01,M100,226,51,37,20,63.28
2024-04-01,M101,228,83,50,20,74.51
2024-04-01,M102,304,67,47,13,75.92
2024-04-01,M103,622,110,47,21,20.8
2024-04-01,M104,370,101,80,18,49.6
2024-04-01,M105,140,49,15,8,43.87
2024-04-01,M106,989,103,47,33,22.94
2024-04-01,M107,275,60,33,23,46.73
2024-04-01,M108,252,44,15,10,28.07
2024-04-01,M109,234,32,14,11,64.49
2024-04-01,M110,492,136,91,22,62.22
2024-04-01,M111,248,82,16,9,25.74
2024-04-01,M112,45,15,4,4,53.93
2024-04-01,M113,123,42,29,6,27.93
2024-04-01,M114,1022,168,77,39,24.42
2024-04-01,M115,423,53,17,29,70.9
2024-04-01,M116,209,65,21,13,34.3
2024-04-01,M117,452,160,32,30,69.88
2024-04-01,M118,889,189,133,30,48.6
2024-04-01,M119,648,193,58,30,55.6
2024-04-02,M100,126,33,23,10,77.88
2024-04-02,M101,281,75,35,12,68.63
2024-04-02,M102,399,93,71,32,32.66
2024-04-02,M103,234,79,20,8,36.95
2024-04-02,M104,152,16,10,11,40.05
2024-04-02,M105,840,161,121,37,71.55
2024-04-02,M106,577,103,39,26,53.68
2024-04-02,M107,109,25,18,5,29.51
2024-04-02,M108,393,83,54,26,24.78
2024-04-02,M109,958,216,60,40,30.67
2024-04-02,M110,898,329,251,31,46.97
2024-04-02,M111,362,126,84,14,48.8
2024-04-02,M112,544,130,50,28,58.12
2024-04-02,M113,261,69,32,16,57.36
2024-04-02,M114,109,43,23,5,29.89
2024-04-02,M115,765,168,93,38,26.62
2024-04-02,M116,775,269,131,36,33.37
2024-04-02,M117,465,57,21,20,56.8
2024-04-02,M118,82,32,13,7,36.21
2024-04-02,M119,866,95,60,32,37.81
2024-04-03,M100,165,46,27,9,71.85
2024-04-03,M101,11,1,0,1,54.06
2024-04-03,M102,299,105,29,29,45.14
2024-04-03,M103,762,199,68,40,48.67
2024-04-03,M104,205,38,12,14,44.33
2024-04-03,M105,555,90,26,20,41.96
2024-04-03,M106,534,92,20,23,33.25
2024-04-03,M107,600,213,101,20,23.18
2024-04-03,M108,111,28,6,9,74.74
2024-04-03,M109,1055,275,92,36,48.01
2024-04-03,M110,471,76,44,36,31.06
2024-04-03,M111,283,78,34,19,74.69
2024-04-03,M112,644,189,147,38,39.7
2024-04-03,M113,542,57,11,25,58.05
2024-04-03,M114,884,224,76,35,75.1
2024-04-03,M115,538,108,63,31,56.65
2024-04-03,M116,627,131,83,25,68.07
2024-04-03,M117,273,47,27,19,52.32
2024-04-03,M118,45,17,13,3,65.72
2024-04-03,M119,951,308,236,32,44.93
2024-04-04,M100,267,87,67,9,48.6
2024-04-04,M101,474,137,58,39,71.78
2024-04-04,M102,320,53,20,30,45.88
2024-04-04,M103,457,122,83,29,63.72
2024-04-04,M104,180,43,18,12,20.64
2024-04-04,M105,558,106,39,19,56.31
2024-04-04,M106,346,107,25,33,62.19
2024-04-04,M107,1001,128,80,35,38.04
2024-04-04,M108,59,18,4,3,71.88
2024-04-04,M109,570,136,65,24,28.74
2024-04-04,M110,124,43,15,6,70.52
2024-04-04,M111,672,148,62,34,59.52
2024-04-04,M112,66,15,5,6,58.48
2024-04-04,M113,223,73,53,16,49.56
2024-04-04,M114,68,7,4,5,46.57
2024-04-04,M115,772,284,124,40,76.77
2024-04-04,M116,17,5,2,1,38.35
2024-04-04,M117,546,201,91,31,55.25
2024-04-04,M118,553,136,54,27,64.36
2024-04-04,M119,281,103,75,11,30.99
2024-04-05,M100,1095,286,101,39,50.8
2024-04-05,M101,941,207,83,37,47.4
2024-04-05,M102,564,186,49,31,73.52
2024-04-05,M103,71,7,4,4,33.95
2024-04-05,M104,41,7,2,2,23.03
2024-04-05,M105,148,41,17,9,26.09
2024-04-05,M106,271,46,18,18,65.49
2024-04-05,M107,309,32,24,18,52.32
2024-04-05,M108,337,124,82,24,29.44
2024-04-05,M109,627,120,68,38,22.69
2024-04-05,M110,708,88,42,24,22.89
2024-04-05,M111,287,44,18,16,25.75
2024-04-05,M112,369,98,64,34,25.39
2024-04-05,M113,191,39,24,10,71.55
2024-04-05,M114,375,139,102,32,77.36
2024-04-05,M115,563,218,56,29,36.4
2024-04-05,M116,307,112,60,23,76.78
2024-04-05,M117,180,37,9,8,24.72
2024-04-05,M118,420,89,69,26,42.34
2024-04-05,M119,439,76,35,35,33.95
2024-04-06,M100,660,75,46,25,66.24
2024-04-06,M101,417,116,34,34,70.67
2024-04-06,M102,643,69,35,29,62.93
2024-04-06,M103,568,135,105,34,77.66
2024-04-06,M104,420,120,84,35,26.6
2024-04-06,M105,534,180,132,18,38.84
2024-04-06,M106,197,26,17,7,45.93
2024-04-06,M107,496,93,50,26,57.91
2024-04-06,M108,227,57,37,16,34.76
2024-04-06,M109,650,175,50,22,64.7
2024-04-06,M110,14,1,0,1,73.51
2024-04-06,M111,361,66,33,14,27.89
2024-04-06,M112,290,87,44,29,76.37
2024-04-06,M113,350,40,17,19,29.23
2024-04-06,M114,40,13,10,2,59.57
2024-04-06,M115,902,273,161,39,55.74
2024-04-06,M116,197,75,19,8,38.36
2024-04-06,M117,1092,219,151,39,21.44
2024-04-06,M118,887,109,25,37,26.56
2024-04-06,M119,140,32,19,12,63.96
2024-04-07,M100,56,11,6,5,28.93
2024-04-07,M101,805,214,170,28,53.44
